Feature,43172,43173,43174,43175,43176,43177,48046
自动驻车,-,-,-,-,-,-,-
自动泊车入位,-,-,-,●,-,●,●
自动头灯,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,
第二排座椅功能,,,-,,,,
空调温度控制方式,,,,,,,
空气悬架,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-
电动座椅记忆功能,-,,,,,,
电动后备厢,-,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),93.5,93.5,93.5,93.5,93.5,93.5,93.5
气缸数(个),6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-
最大马力(Ps),234,234,286,286,286,286,234
最大满载质量(kg),2949,2949,2949,2949,2949,2949,2949
最大扭矩转速(rpm),4400,4400,4300,4300,4300,4300,4400
最大扭矩(N·m)_y,285,285,347,347,347,347,285
最大扭矩(N·m)_x,285,285,347,347,347,347,285
最大功率转速(rpm),6350,6350,6350,6350,6350,6350,6350
最大功率(kW)_y,172,172,210,210,210,210,172
最大功率(kW)_x,172,172,210,210,210,210,172
最大净功率(kW),172,172,210,210,210,210,172
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,●,●,●,●,●,●
方向盘材质,,,,,,,
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,-,●,●,●,●,●,●
方向盘位置调节,,,,,,,
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),2291,2291,2304,2304,2304,2304,2291
排量(mL),2985,2985,3604,3604,3604,3604,2985
换挡形式,,,,,,,
挡位个数,8,8,8,8,8,8,8
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,,,,,,,
感应雨刷功能,,,,,,,
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),1943,1943,1943,1943,1943,1943,1943
官方0-100km/h加速(s),10.1,10.1,8.3,8.3,8.3,8.3,10.1
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1634,1634,1634,1634,1634,1634,1634
后轮胎规格,265/60 R18 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/60 R18 ,265/50 R20 ,265/50 R20 
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,-,-,-,-,-,●,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),782-1554,782-1554,782-1554,782-1554,782-1554,782-1554,782-1554
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,8,8,G,G,G,G,8
发动机启停技术,●,●,●,●,●,●,●
发动机,3.0L 234马力 V6,3.0L 234马力 V6,3.6L 286马力 V6,3.6L 286马力 V6,3.6L 286马力 V6,3.6L 286马力 V6,3.0L 234马力 V6
压缩比,10.2,10.2,11.3,11.3,11.3,11.3,10.2
厂商指导价(元),52.99万,55.99万,59.49万,64.99万,64.99万,71.49万,58.49万
厂商,Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口)
卫星导航系统,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1628,1628,1628,1628,1628,1628,1628
前轮胎规格,265/60 R18 ,265/50 R20,265/50 R20,265/50 R20,265/60 R18 ,265/50 R20,265/50 R20
前排座椅功能,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
倒车车侧预警系统,●,●,●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,
主动降噪,●,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2019.12,2019.12,2019.12,2019.12,2019.12,2019.12,2021.03
上坡辅助,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),9.8,9.8,10,10,10,10,9.8
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●
