Feature,62446,63790,63791,63792,63838,66117,66297
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●
车联网,●,-,-,●,●,●,-
车窗防夹手功能,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,
车型名称,帕拉丁 2023款 2.0T 四驱智享型,帕拉丁 2023款 2.0T 两驱豪享型,帕拉丁 2023款 2.0T 四驱尊享型,帕拉丁 2023款 2.0T 四驱智尊型,帕拉丁 2023款 2.0T 四驱智行版,帕拉丁 2023款 2.0T 两驱智享型,帕拉丁 2023款 2.0T 四驱尊尚版
车前雾灯,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-
车内化妆镜,,,,,,,
车内中控锁,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-
车侧脚踏板,,,,,,,
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
超声波雷达数量,,,,,,,
语音识别控制系统,,-,-,,,,-
行车电脑显示屏幕,,,,,,,
行程(mm),95.7,95.7,95.7,95.7,95.7,95.7,95.7
行李厢12V电源接口,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●
自动头灯,●,-,●,●,●,●,●
膝部气囊,●,-,○,●,●,-,○
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),81.5,81.5,81.5,81.5,81.5,81.5,81.5
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
纵向通过角(°),26,26,26,26,26,26,26
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,
空调温度控制方式,,,,,,,
离去角(°),27,27,27,27,27,27,27
疲劳驾驶提示,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,●,-,-,●
电动后备厢,-,-,-,●,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
满载最小离地间隙(mm),215,215,215,215,215,215,215
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
油箱容积(L),73,73,73,100,73,73,73
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),160,160,160,160,160,160,160
最小转弯半径(m),5.2,5.7,5.2,5.2,5.2,5.7,5.2
最大马力(Ps),228,228,228,228,228,228,228
最大爬坡度(%),30,30,30,30,30,30,30
最大满载质量(kg),2501,2501,2501,2501,2501,2501,2501
最大涉水深度(mm),700,700,700,700,700,700,700
最大扭矩转速(rpm),1400-4000,1400-4000,1400-4000,1400-4000,1400-4000,1400-4000,1400-4000
最大扭矩(N·m)_y,360,360,360,360,360,360,360
最大扭矩(N·m)_x,360,360,360,360,360,360,360
最大功率转速(rpm),5600,5600,5600,5600,5600,5600,5600
最大功率(kW)_y,168,168,168,168,168,168,168
最大功率(kW)_x,168,168,168,168,168,168,168
最大净功率(kW),160,160,160,160,160,160,160
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1950,1890,1950,1950,1950,1890,1950
摄像头数量,,,,,,,
接近角(°),32,32,32,32,32,32,32
排量(mL),1997,1997,1997,1997,1997,1997,1997
换挡形式,,,,,,,
挡位个数,8,8,8,8,8,8,8
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,-,-,,,,-
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,●,-,-,-,-,-,-
巡航系统,,,,,,,
导航路况信息显示,●,-,-,●,●,●,-
宽度(mm),1850,1850,1850,1850,1850,1850,1850
官方0-100km/h加速(s),10.68,-,10.68,10.68,10.68,-,10.68
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
坦克转弯,●,-,●,●,●,-,●
地图品牌,,-,-,,,,-
四驱形式,分时四驱,-,分时四驱,分时四驱,分时四驱,-,分时四驱
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1570,1570,1570,1570,1570,1570,1570
后轮胎规格,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18
后方碰撞预警,●,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),1170,1170,1170,1170,1170,1170,1170
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,4K31TD,4K31TD,4K31TD,4K31TD,4K31TD,4K31TD,4K31TD
发动机启停技术,●,●,●,●,●,●,●
发动机,2.0T 228马力 L4,2.0T 228马力 L4,2.0T 228马力 L4,2.0T 228马力 L4,2.0T 228马力 L4,2.0T 228马力 L4,2.0T 228马力 L4
压缩比,10.5,10.5,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),21.68万,16.98万,18.98万,23.98万,24.86万,17.98万,20.18万
厂商,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产,郑州日产
卫星导航系统,●,-,-,●,●,●,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1570,1570,1570,1570,1570,1570,1570
前轮胎规格,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18,255/60 R18
前方碰撞预警,●,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前○&nbsp;/&nbsp;后○
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前○&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速四驱,●,-,●,●,●,-,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器锁止功能,●,-,●,●,●,-,●
中央差速器结构,-,-,-,-,-,-,-
上市时间,2023.08,2023.08,2023.08,2023.08,2023.12,2023.12,2023.12
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,-,-,●,●,●,-
WLTC综合油耗(L/100km),9.4,9.0,9.4,9.4,9.4,9.0,9.4
USB/Type-C接口数量,,,,,,,
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,●,-,●,●,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,-,-,,,,-
220V/230V电源,-,-,-,-,-,-,●
