Feature,60649,61398
电池组质保,八年或12万公里,八年或12万公里
电池类型,锂离子电池,锂离子电池
电机类型,-,-
电机布局,后置,后置
电动机总扭矩(N·m),440,440
电动机总功率(kW),100,100
电动机总功率(Ps),136,136
电动机(Ps),136,136
电动座椅记忆功能,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
燃料形式,插电式混合动力,插电式混合动力
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),205,210
最大马力(Ps),211,252
最大满载质量(kg),3200,3200
最大扭矩转速(rpm),1600-4000,2000-3200
最大扭矩(N·m)_y,350,400
最大扭矩(N·m)_x,700,650
最大功率转速(rpm),5500,5800
最大功率(kW)_y,155,185
最大功率(kW)_x,245,280
最大净功率(kW),155,185
最低荷电状态油耗(L/100km),8.87,-
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,○,●
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,-
方向盘位置调节,,
整车质保,三年不限公里,三年不限公里
整备质量(kg),2691,2706
接近角(°),25,25
排量(mL),1991,1991
换挡形式,,
挡位个数,9,9
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,,
感应后备厢,●,●
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
快充功能,支持,支持
座椅材质,,
座位数(个),5,5
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),2018,2018
官方0-100km/h加速(s),7.4,6.5
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
地图品牌,,
四驱形式,全时四驱,全时四驱
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,275/50 R20,275/50 R20
后电动机最大扭矩(N·m),440,440
后电动机最大功率(kW),100,100
后方碰撞预警,-,●
后排独立空调,○,●
后排杯架,●,●
后排控制多媒体,●,●
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,通风盘式,通风盘式
可变转向比,●,●
可变悬架功能,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,274 920,254
发动机,2.0T 211马力 L4,2.0T 252马力 L4
厂商指导价(元),81.69万,82.48万
厂商,奔驰(进口),奔驰(进口)
卫星导航系统,●,●
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,275/50 R20,275/50 R20
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,多片离合器,多片离合器
上市时间,2022.11,2023.07
上坡辅助,●,●
WLTC综合油耗(L/100km),2.08,1.91
WLTC纯电续航里程(km)_y,-,100
WLTC纯电续航里程(km)_x,-,100
USB/Type-C接口数量,,
OTA升级,●,●
NEDC纯电续航里程(km)_y,88,-
NEDC纯电续航里程(km)_x,88,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,○,-
ETC装置,○,○
ABS防抱死,●,●
4G/5G网络,,
