Feature,55662,56950,56951,58949,58950,66374,67814,70650,70651,71618
车内PM2.5过滤装置,●,●,●,-,●,-,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
负离子发生器,●,●,●,-,●,-,-,-,-,-
语音连续识别,-,-,-,-,-,-,●,●,●,●
语音识别控制系统,,,,,,,,,,
语音助手唤醒词,,,,,,,,,,
语音分区域唤醒识别,-,-,-,-,-,-,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,●,-,●,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型_y,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,
缸盖材料,-,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金
缸体材料,-,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT
第二排独立座椅,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,
第二排座椅电动调节,●,●,●,-,●,-,●,-,-,-
第二排座椅功能,,,,-,,-,,-,-,-
第三排座椅调节,-,-,-,-,-,-,,,,
空调温度控制方式,,,,,,,,,,
离去角(°),20,20,20,20,20,20,21,21,21,21
百公里耗电量(kWh/100km),17.3,17.3,17.3,16.7,17.3,17.3,19.1,19.1,19.1,19.1
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),195,195,195,195,195,195,-,-,-,-
电池能量(kWh),90,90,90,90,90,90,24.7,24.7,24.7,24.7
电池类型,,,,,,,,,,
电池快充电量范围(%)_y,80,80,80,80,80,80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,80,80,80,80,80,80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,-,-,-,-,-,-,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),245,245,245,245,245,245,239,239,239,239
电动机总扭矩(N·m),350,350,350,350,350,350,390,390,390,390
电动机总功率(kW),180,180,180,180,180,180,176,176,176,176
电动机(Ps),245,245,245,245,245,245,239,239,239,239
电动座椅记忆功能,,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,-,●,-,●,-,●,-,-,-
电动后备厢,●,-,●,-,●,-,●,-,-,-
环保标准_y,-,-,-,-,-,-,国VI,国VI,国VI,国VI
环保标准_x,-,-,-,-,-,-,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,-,-,-,-,-,-,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),-,-,-,-,-,-,66,66,66,66
油电综合燃料消耗量(L/100km),-,-,-,-,-,-,3.55,3.55,3.55,3.55
气缸数(个),-,-,-,-,-,-,4,4,4,4
气缸排列形式,-,-,-,-,-,-,L,L,L,L
毫米波雷达数量,,-,-,-,,-,-,-,-,-
每缸气门数(个),-,-,-,-,-,-,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,175,175,175,175
最大马力(Ps),245,245,245,245,245,245,150,150,150,150
最大满载质量(kg),2929,2929,2929,2929,2929,2929,2793,2793,2793,2793
最大扭矩转速(rpm),-,-,-,-,-,-,5500,5500,5500,5500
最大扭矩(N·m)_y,350,350,350,350,350,350,235,235,235,235
最大扭矩(N·m)_x,350,350,350,350,350,350,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,2000-4000,2000-4000,2000-4000,2000-4000
最大功率(kW)_y,180,180,180,180,180,180,110,110,110,110
最大功率(kW)_x,180,180,180,180,180,180,-,-,-,-
最大净功率(kW),-,-,-,-,-,-,108,108,108,108
最低荷电状态油耗(L/100km)WLTC,-,-,-,-,-,-,6.3,6.3,6.3,6.3
最低荷电状态油耗(L/100km)CLTC,-,-,-,-,-,-,4.71,4.71,4.71,4.71
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2360,2290,2360,2230,2360,2230,2266,2266,2266,2266
摄像头数量,,,,-,,,,-,,
接近角(°),16,16,16,16,16,16,16,16,16,16
排量(mL),-,-,-,-,-,-,1496,1496,1496,1496
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,,-,-,-,,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,,-,-,-
手机无线充电功率,-,-,-,-,-,-,,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,
慢充接口位置,-,-,-,-,-,-,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,-,-,-,,-,-,-,-,-
感应后备厢,●,-,●,-,●,-,-,-,-,-
快充接口位置,-,-,-,-,-,-,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,
座椅布局,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,●,-,-,-,●,-,-,-,-,-
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),-,-,-,-,-,-,6,6,6,6
宽度(mm),1909,1909,1909,1909,1909,1909,1909,1909,1909,1909
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,,-,,-,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,-,-,-,-
地图品牌,-,-,-,-,-,-,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1644,1644,1644,1644,1644,1644,1644,1644,1644,1644
后轮胎规格,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,
后排小桌板,●,-,●,-,●,-,●,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,-,-,-,-,-,-,●,●,●,●
发动机布局,-,-,-,-,-,-,横置,横置,横置,横置
发动机型号,-,-,-,-,-,-,15FKE,15FKE,15FKE,15FKE
发动机,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,1.5T 150马力 L4,1.5T 150马力 L4,1.5T 150马力 L4,1.5T 150马力 L4
厂商指导价(元),35.98万,28.98万,30.98万,25.98万,33.98万,28.78万,24.99万,19.99万,22.99万,29.58万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,●,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1642,1642,1642,1642,1642,1642,1643,1643,1643,1643
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),350,350,350,350,350,350,390,390,390,390
前电动机最大功率(kW),180,180,180,180,180,180,176,176,176,176
前电动机型号,TZ204XS1351,TZ204XS1351,TZ204XS1351,TZ204XS1351,TZ204XS1351,TZ204XS1351,TZ210XY106,TZ210XY106,TZ210XY106,TZ210XY106
前电动机品牌,华域汽车,华域汽车,华域汽车,华域汽车,华域汽车,华域汽车,-,-,-,-
前方碰撞预警,●,-,-,-,●,-,●,-,-,-
前方感知摄像头,,-,-,-,,-,,-,-,-
前排座椅功能,,-,-,-,,-,,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,-,●,-,●,●,●,-,-,-
倒车车侧预警系统,●,-,-,-,●,-,-,-,-,-
侧窗多层隔音玻璃,,,,-,,-,,-,,
侧滑门形式,,,,,,,,,,
供油方式,-,-,-,-,-,-,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,●,-,-,-,●,-,●,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2022.08,2022.08,2022.08,2022.08,2022.08,2024.01,2024.11,2024.11,2024.11,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,
Wi-Fi热点,-,-,-,-,-,-,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,1.33,1.33,1.33,1.33
WLTC纯电续航里程(km)_y,-,-,-,-,-,-,100,100,100,100
WLTC纯电续航里程(km)_x,-,-,-,-,-,-,100,100,100,100
USB/Type-C接口数量,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,-,-,●,-,-,-,-,-
CLTC综合续航(km),-,-,-,-,-,-,1536,1536,1536,1536
CLTC纯电续航里程(km)_y,550,550,550,570,550,570,135,135,135,135
CLTC纯电续航里程(km)_x,550,550,550,570,550,570,135,135,135,135
AR实景导航,●,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
