Feature,66590,66694,66696,66697,67096,67097,67098,67099,67999,70717
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,11,11,11,11,11,11,11,11,9,11
电池慢充时间(小时)_x,11,11,11,11,11,11,11,11,9,11
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
电池快充时间(小时)_x,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,前置+后置,后置,前置+后置
电动机总马力(Ps),952,598,884,517,1034,884,435,1034,408,700
电动机总扭矩(N·m),1110,695,940,710,1300,940,585,1300,410,790
电动机总功率(kW),700,440,650,380,760,650,320,760,300,515
电动机(Ps),952,598,884,517,1034,884,435,1034,408,700
电动座椅记忆功能,,,,,,,,-,,
电动吸合车门,,,,,-,,,-,,
电动后备厢位置记忆,●,●,●,●,-,●,●,-,●,●
电动后备厢,●,●,●,●,-,●,●,-,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●,●,●
灯光特色功能,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
模拟声浪,●,●,●,●,●,●,●,●,●,●
最高车速(km/h),260,240,250,230,290,260,220,305,230,250
最大满载质量(kg),2870,2885,2880,-,2710,2880,2885,2470,-,-
最大扭矩(N·m),1110,695,940,710,1300,940,585,1300,410,790
最大功率(kW),700,440,650,380,760,650,320,760,300,515
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,○,●,●,-,●,●
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,○,●,○,-,●,●
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2295,2280,2320,2274,2290,2290,2280,2220,2119,2295
整体主动转向系统,●,○,●,○,●,●,○,●,○,○
摄像头数量,,,,,,,,,,
换挡形式,,,,,,,,,,
挡位个数,2,2,2,2,2,2,2,2,2,2
扬声器数量,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,
手机无线充电功能,,,,,,,,-,,
手机无线充电功率,,,,,,,,-,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
慢充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
感应雨刷功能,,,,,,,,,,
感应后备厢,●,●,●,●,-,●,●,-,●,●
快充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),320,320,320,320,320,320,320,320,270,320
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,●,○,●,○,●,●,○,-,○,○
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1966,1967,1967,1966,1998,1966,1967,1998,1966,1966
官方0-100km/h加速(s),2.4,3.8,2.8,3.9,2.3,2.7,4.7,2.2,4.8,3.3
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,-,○,○,-,○,○
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,,-,-,,,
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
四驱形式,,,,,,,,,-,
后雨刷,-,●,●,-,-,-,●,-,-,-
后轮距(mm),-,1698,-,-,-,-,1698,-,-,-
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,410,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,300,-
后排独立空调,○,●,●,○,-,○,●,-,○,○
后排液晶屏幕尺寸,,,,,-,,,-,,
后排液晶屏幕分辨率,,,,,-,,,-,,
后排液晶屏幕,,,,,-,,,-,,
后排杯架,●,●,●,●,●,●,●,-,●,●
后排控制多媒体,○,○,○,○,-,○,○,-,○,○
后排座椅放倒形式,,,,,-,,,-,,
后排多媒体屏幕数量,,,,,-,,,-,,
后排侧隐私玻璃,●,●,●,●,●,●,●,-,●,●
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,-,●,●
后备厢容积(L),366,446-1212,405-1171,407,326,366,446-1212,367,407,366
后制动器类型,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
厂商指导价(元),186.80万,125.80万,156.80万,103.80万,199.80万,156.80万,100.80万,199.80万,92.80万,129.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,,,,,,,,-,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),-,1718,-,-,-,-,1718,-,-,-
前轮胎规格,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,
前排座椅功能,,,,,,,,-,,
前悬架类型,,,,,,,,,,
前备厢容积(L),84,84,84,84,84,84,84,84,84,84
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
光感天幕,○,○,○,○,○,○,○,-,○,○
倒车车侧预警系统,●,○,●,○,●,●,○,-,○,○
侧窗多层隔音玻璃,,,,,,,,,,
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中控下屏幕尺寸,,,,,,,,,,
上市时间,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.11,2024.11
上坡辅助,●,●,●,●,●,●,●,●,●,●
WLTP纯电续航里程(km),558,610,515,-,554,557,517,555,503,-
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,●,○,●,●,○,-,○,○
ETC装置,○,○,○,○,○,○,○,○,○,○
DOW开门预警,-,○,●,○,●,-,○,-,○,-
CLTC纯电续航里程(km)_y,-,-,-,676,-,-,-,-,604,662
CLTC纯电续航里程(km)_x,-,-,-,676,-,-,-,-,604,662
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
