Feature,59997,59998,60289,60290,60291,61245,61703,63371,63755,67186,68825,68826,68827,69033,69034
行车电脑显示屏幕,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
自动变道辅助,-,-,-,-,-,-,-,-,-,-,●,●,●,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,-,-,-,-,,
第二排座椅电动调节,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
第二排座椅功能,,,,,,,,,,,,,,,
第三排座椅调节,-,-,-,-,-,,,-,-,-,-,-,-,-,-
第三排座椅电动调节,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-
第三排座椅功能,-,-,-,-,-,-,,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
离去角(°),12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,,,,,-,-
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),185,185,185,185,185,185,185,185,185,185,185,185,185,185,185
最大马力(Ps),211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
最大满载质量(kg),3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
最大扭矩转速(rpm),1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000,1250-4000
最大扭矩(N·m)_y,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
最大功率(kW)_x,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
最大净功率(kW),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,
整备质量(kg),2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645
摄像头数量,,,,,,,,,,,,,,,
接近角(°),16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
排量(mL),1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991
换挡形式,,,,,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,-,-,-,-,,
扬声器品牌名称,,,,,,,,,,,-,-,-,,
手机无线充电功能,,,,,,,,,,,-,-,-,,
手机互联/映射,,,,,,,,,,-,-,-,-,,
手机APP远程功能,-,-,-,-,-,-,-,-,-,-,-,-,-,,
感应雨刷功能,,,,,,,,,,-,-,-,-,,
座椅材质,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,-,-,-,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,-,-,-,-,,
备胎规格,,,,,,,,,,,,,,,
后风挡遮阳帘,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后雨刷,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后轮距(mm),1646,1646,1646,1646,1646,-,1646,1646,1646,1646,1646,1646,1646,1646,1646
后轮胎规格,,,,,,,,,,,,,,,
后方碰撞预警,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,,,,,,,,,,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,
后排小桌板,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
后排侧窗遮阳帘,,,,,,,,,,-,-,-,-,,
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,
可变悬架功能,,,,,,,,,,-,-,-,-,,
可加热喷水嘴,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920,274 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,2.0T 211马力 L4
厂商指导价(元),99.80万,99.80万,111.80万,112.80万,108.80万,118.00万,128.00万,88.80万,108.80万,98.80万,69.80万,69.80万,108.80万,118.00万,88.80万
厂商,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车,金冠汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
助力类型,,,,,,,,,,,,,,,
加热/制冷杯架,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●
副驾娱乐屏尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,,
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1666,1666,1666,1666,1666,-,1666,1666,1666,1666,1666,1666,1666,1666,1666
前轮胎规格,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,-,-,-,-,,
前排座椅功能,,,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,-,-,-,-,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,-,-,-,-,,
侧滑门形式,,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,-,-,-,-,,
中控屏幕尺寸,,,,,,,,,,-,-,-,-,,
上市时间,2022.10,2022.10,2022.10,2022.10,2022.10,2023.01,2023.02,2023.06,2023.07,2024.03,2024.06,2024.06,2024.06,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-
WLTC综合油耗(L/100km),10.93,10.93,10.93,10.93,10.93,9.1,10.93,10.93,10.93,-,-,-,-,8.7,8.7
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,-,-,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,-,-,-,-,,
220V/230V电源,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●
