Feature,71292,71392,71393,71435,72209,72523
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
语音免唤醒词,●,●,●,●,●,●
记忆泊车,●,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
蓝牙/车载电话,●,●,●,●,●,●
芯片总算力,,,,,,
自适应远近光,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
膝部气囊,,,,,,
能量回收系统,●,●,●,●,●,●
能源类型_y,插电式混合动力,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动
能源类型_x,插电式混合动力,纯电动,纯电动,插电式混合动力,插电式混合动力,纯电动
胎压监测功能,,,,,,
缸盖材料,铝合金,-,-,铝合金,铝合金,-
缸体材料,铝合金,-,-,铝合金,铝合金,-
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-
第二排座椅功能,,,,,-,-
空调温度控制方式,,,,,,
空气质量监测,●,●,●,●,●,●
离去角(°),15,14,14,15,15,14
百公里耗电量(kWh/100km),16.9,13.7,16.0,18.2,16.9,13.7
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,,,,,,
电能当量燃料消耗量(L/100km),-,1.59,1.86,-,-,1.59
电池预加热,●,●,●,●,●,●
电池能量(kWh),29.4,83.2,83.2,29.4,29.4,83.2
电池类型,,,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,-,10-70,10-70,-,-,10-70
电池快充电量范围(%)_x,-,10-70,10-70,-,-,10-70
电池快充时间(小时)_y,-,0.1,0.1,-,-,0.1
电池快充时间(小时)_x,-,0.1,0.1,-,-,0.1
电池冷却方式,直冷,直冷,直冷,直冷,直冷,直冷
电机类型,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,后置,前置+后置,前置+后置,前置,后置
电动机总马力(Ps),272,680,1102,544,272,680
电动机总扭矩(N·m),315,420,860,670,315,420
电动机总功率(kW),200,500,810,400,200,500
电动机(Ps),272,680,1102,544,272,680
电动座椅记忆功能,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
环保标准_y,国VI,-,-,国VI,国VI,-
环保标准_x,国VI,-,-,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,-,-,92号,92号,-
热泵空调,-,●,●,-,-,●
激光雷达数量,,,,,,
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),50,-,-,50,50,-
油电综合燃料消耗量(L/100km),2.67,-,-,3.00,2.67,-
气缸数(个),4,-,-,4,4,-
气缸排列形式,L,-,-,L,L,-
毫米波雷达数量,,,,,,
每缸气门数(个),4,-,-,4,4,-
模拟声浪,-,-,●,●,-,-
最高车速(km/h),200,240,270,200,200,240
最小转弯半径(m),5.6,5.6,5.6,5.6,5.6,5.6
最大马力(Ps),156,-,-,156,156,-
最大满载质量(kg),2545,2733,2916,2685,2545,2733
最大扭矩转速(rpm),-,-,-,-,-,-
最大扭矩(N·m)_y,225,-,-,225,225,-
最大扭矩(N·m)_x,-,420,860,-,-,420
最大功率转速(rpm),-,-,-,-,-,-
最大功率(kW)_y,115,-,-,115,115,-
最大功率(kW)_x,-,500,810,-,-,500
最大净功率(kW),110,-,-,110,110,-
最低荷电状态油耗(L/100km)WLTC,5,-,-,5.7,5,-
最低荷电状态油耗(L/100km)NEDC,3.9,-,-,4.6,3.9,-
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,●,●,-,-
方向盘离手检测,●,●,●,●,●,●
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2095,2283,2466,2235,2095,2283
摄像头数量,,,,,,
接近角(°),13,13,13,13,13,13
排量(mL),1498,-,-,1498,1498,-
换挡形式,,,,,,
挡位个数,无级变速,1,1,无级变速,无级变速,1
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,,
手机无线充电功率,,,,,,
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持
快充功率(kW),64,1000,1000,64,64,1000
座椅材质,,,,,,
座位数(个),,,,,,
应用商店,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6,6
宽度(mm),1960,1960,1960,1960,1960,1960
官方0-100km/h加速(s),6.9,5.5,2.7,3.9,6.9,5.5
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外观套件,,,,,,
外后视镜功能,,,,,,
备胎规格,-,-,-,-,-,-
地图品牌,,,,,,
四驱形式,-,-,,,-,-
哨兵模式/千里眼,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-
后轮距(mm),1680,1680,1680,1680,1680,1680
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),-,420,450,355,-,420
后电动机最大功率(kW),-,500,580,200,-,500
后电动机型号,-,TZ210XYR,TZ210XYW,TZ210XS004,-,TZ210XYR
后电动机品牌,-,比亚迪,比亚迪,博格华纳,-,比亚迪
后方碰撞预警,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●
后排液晶屏幕,,,,,-,-
后排杯架,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,-,-
后排座椅放倒形式,-,-,-,-,-,-
后排多媒体屏幕数量,,,,,-,-
后排侧隐私玻璃,●,●,●,●,●,●
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
可变悬架功能,,,,,,
变速箱类型,电子无级变速箱(E-CVT),固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱
变速箱,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱
发动机电子防盗,●,-,-,●,●,-
发动机布局,横置,-,-,横置,横置,-
发动机型号,BYD472ZQB,-,-,BYD472ZQB,BYD472ZQB,-
发动机,1.5T 156马力 L4,纯电动,纯电动,1.5T 156马力 L4,1.5T 156马力 L4,纯电动
厂商指导价(元),22.98万,23.98万,27.98万,25.98万,20.98万,21.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●
副座椅调节方式,,,,,,
前轮距(mm),1680,1680,1680,1680,1680,1680
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),315,-,410,315,315,-
前电动机最大功率(kW),200,-,230,200,200,-
前电动机型号,TZ210XYD,-,YS230XYD,TZ210XYD,TZ210XYD,-
前电动机品牌,比亚迪,-,比亚迪,比亚迪,比亚迪,-
前方碰撞预警,●,●,●,●,●,●
前方最大探测距离,,,,,,
前方感知摄像头,,,,,,
前排座椅功能,,,,,,
前排中间气囊,●,●,●,●,●,●
前悬架类型,,,,,,
前备厢容积(L),-,160,115,-,-,160
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,
供油方式,直喷,-,-,直喷,直喷,-
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,●,●,●,●,●,●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2025.04,2025.04,2025.04,2025.04,2025.04,2025.04
上坡辅助,●,●,●,●,●,●
三电首任车主质保政策,,,,,,
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),0.71,-,-,0.89,0.71,-
WLTC纯电续航里程(km)_y,170,-,-,145,170,-
WLTC纯电续航里程(km)_x,170,-,-,145,170,-
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,-,-
ETC装置,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,200,701,601,180,200,701
CLTC纯电续航里程(km)_x,200,701,601,180,200,701
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
220V/230V电源,-,-,●,-,-,-
