Feature,48754,49096,49297
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2021.01,2021.01,2021.01
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),3.5,3.5,3.5
WLTC纯电续航里程(km)_y,51,51,51
WLTC纯电续航里程(km)_x,51,51,51
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC综合油耗(L/100km),1.3,1.3,1.3
NEDC纯电续航里程(km)_y,75,75,75
NEDC纯电续航里程(km)_x,75,75,75
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
DOW开门预警,●,-,-
ABS防抱死,●,●,●
4G/5G网络,,,
