Feature,1019406,1019407,1019408,1019409,1019410,1019411,1019412,1019414,1019415,1019416,1020452
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),230,230,170,170,170,170,170,230,230,230,230
空调温度控制方式,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,
电池预加热,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),157.57,157.57,146.3,146.3,146.3,146.3,146.3,157.57,157.57,157.57,157.57
电池能量(kWh),70.47,70.47,55.7,55.7,55.7,55.7,55.7,70.47,70.47,70.47,70.47
电池类型,,,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),143,143,143,143,143,143,143,143,143,143,143
电动机总扭矩(N·m),300,300,300,300,300,300,300,300,300,300,300
电动机总功率(kW),105,105,105,105,105,105,105,105,105,105,105
电动机(Ps),143,143,143,143,143,143,143,143,143,143,143
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),80,80,80,80,80,80,80,80,80,80,80
最小转弯半径(m),8,8,8,8,8,8,8,8,8,8,8
最大载重质量(kg),1270,1295,1490,1490,1285,1285,1375,1435,1435,1270,965
最大爬坡度(%),20,20,20,20,20,20,20,20,20,20,20
最大满载质量(kg),3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
最大扭矩(N·m),300,300,300,300,300,300,300,300,300,300,300
最大功率(kW),105,105,105,105,105,105,105,105,105,105,105
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2095,2070,1875,1875,2080,2080,1990,1930,1930,2095,2400
挡位个数,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-
备胎规格,,,,,,,,,,,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430
后轮胎规格,,,,,,,,,,,
后电动机最大扭矩(N·m),300,300,300,300,300,300,300,300,300,300,300
后电动机最大功率(kW),105,105,105,105,105,105,105,105,105,105,105
后电动机型号,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102,TZ210XS102
后电动机品牌,汇川,汇川,汇川,汇川,汇川,汇川,汇川,汇川,汇川,汇川,汇川
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),18.88万,18.98万,16.98万,16.98万,17.28万,17.28万,17.38万,18.58万,18.58万,18.88万,19.98万
厂商,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480
前轮胎规格,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-
上市时间,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2024.09,2025.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,330,330,280,280,280,280,280,340,340,330,300
NEDC纯电续航里程(km)_x,330,330,280,280,280,280,280,340,340,330,300
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
