Feature,63975,63979,63980,63981,63982
自动头灯,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铝合金,铸铁,铸铁,铸铁
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,,,,,
空调温度控制方式,,,,,
离去角(°),22,22,22,23,22
疲劳驾驶提示,●,-,●,●,●
电动座椅记忆功能,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
灯光特色功能,,-,,,
满载最小离地间隙(mm),150,150,150,150,150
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),62.5,60,60,60,62.5
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),200,200,200,200,200
最小转弯半径(m),6,6,6,6,6
最大马力(Ps),220,160,186,186,220
最大满载质量(kg),2230,2080,2135,2135,2230
最大扭矩转速(rpm),1600-4300,1750-4000,1600-4050,1600-4050,1600-4300
最大扭矩(N·m)_y,350,250,320,320,350
最大扭矩(N·m)_x,350,250,320,320,350
最大功率转速(rpm),4900-6700,5500,4150-6000,4150-6000,4900-6700
最大功率(kW)_y,162,118,137,137,162
最大功率(kW)_x,162,118,137,137,162
最大净功率(kW),162,118,137,137,162
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,●,○,●,●,●
方向盘加热,-,○,○,-,○
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1750,1595,1650,1650,1750
接近角(°),18,18,18,18,18
排量(mL),1984,1498,1984,1984,1984
换挡形式,,,,,
挡位个数,7,7,7,7,7
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),,,,,
并线辅助,○,-,○,○,○
巡航系统,,,,,
导航路况信息显示,○,○,○,○,○
宽度(mm),1843,1843,1843,1843,1843
官方0-100km/h加速(s),7.3,9.6,8.8,8.8,7.3
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯清洗装置,●,○,○,○,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外观套件,,,,,
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,,-,-,-,
后雨刷,●,●,●,●,●
后轮距(mm),1576,1576,1576,1576,1576
后轮胎规格,,,,,
后排独立空调,●,●,●,●,●
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,○,○,○,○,○
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),450,450,450,450,450
后制动器类型,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,EA888-DTJ,EA211-DSV,EA888-DTH,EA888-DTH,EA888-DTJ
发动机启停技术,●,●,●,●,●
发动机,2.0T 220马力 L4,1.5T 160马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4
厂商指导价(元),34.11万,29.28万,30.98万,31.48万,33.48万
厂商,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪
卫星导航系统,○,○,○,○,○
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1584,1584,1584,1584,1584
前轮胎规格,,,,,
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,,,,,
前大灯雨雾模式,●,●,●,●,●
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,,-,-,-,
上市时间,2023.08,2023.08,2023.08,2023.09,2023.08
上坡辅助,●,●,●,●,●
WLTC综合油耗(L/100km),8,6.78,7.12,7.12,8
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ETC装置,○,○,○,○,○
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
