Feature,61614,65577,65949,66264
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1662,1662,1696,1662
接近角(°),15,15,15,15
排量(mL),1499,1499,1499,1499
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,,-,,-
手机互联/映射,,,,
手机APP远程功能,,,,
慢充时间(小时)_y,-,-,-,-
慢充时间(小时)_x,-,-,-,-
感应雨刷功能,-,-,-,-
快充电量百分比,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80
快充时间(小时)_y,-,-,-,-
快充时间(小时)_x,-,-,-,-
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,-,-,●,-
巡航系统,,,,-
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
宽度(mm),1843,1843,1843,1843
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,,-,,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,-
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,-,-,-,-
地图品牌,,,,
四驱形式,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1580,1580,1580,1580
后轮胎规格,215/55 R17,215/55 R17,215/55 R17,205/60 R16
后方碰撞预警,-,-,●,-
后排独立空调,-,-,-,-
后排杯架,-,-,●,-
后排座椅放倒形式,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,-
后备厢容积(L),-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,SQRH4J15,SQRH4J15,SQRH4J15,SQRH4J15
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),13.99万,12.99万,14.99万,11.99万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1580,1580,1580,1580
前轮胎规格,215/55 R17,215/55 R17,215/55 R17,205/60 R16
前电动机最大扭矩(N·m),310,310,310,310
前电动机最大功率(kW),150,150,150,150
前方碰撞预警,-,-,●,-
前排座椅功能,-,-,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
倒车车侧预警系统,-,-,●,-
供油方式,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,-,-,-,-
上市时间,2024.01,2024.01,2024.01,2024.01
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合续航(km),1400,1400,1400,1400
WLTC综合油耗(L/100km),1.01,1.01,1.01,1.01
WLTC纯电续航里程(km)_y,106,106,106,106
WLTC纯电续航里程(km)_x,106,106,106,106
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
LED日间行车灯,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,-,-,●,-
CLTC纯电续航里程(km)_y,127,127,127,127
CLTC纯电续航里程(km)_x,127,127,127,127
ABS防抱死,●,●,●,●
4G/5G网络,,,,
