Feature,57877,57878,57879,61570,61571,61572,63029,63603,63604,63605,63606,66078
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,-,●,●,●,●,●,●,-,●
液晶仪表尺寸,,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,52.6,66,66,66,66,52.6
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),220,220,220,208,208,208,175,220,220,220,208,175
最大马力(Ps),238,238,238,190,190,190,190,254,254,254,190,190
最大满载质量(kg),1976,2013,2014,1995,1995,1995,2075,2045,2045,2045,1995,2075
最大扭矩转速(rpm),2500-3750,2500-3750,2500-3750,1750-4500,1750-4500,1750-4500,1750-6000,2000-4000,2000-4000,2000-4000,1750-4500,1750-6000
最大扭矩(N·m)_y,376,376,376,258,258,258,222,393,393,393,258,222
最大扭矩(N·m)_x,376,376,376,258,258,258,-,393,393,393,258,-
最大功率转速(rpm),5500,5500,5500,6000,6000,6000,6000,5500,5500,5500,6000,6000
最大功率(kW)_y,175,175,175,140,140,140,140,187,187,187,140,140
最大功率(kW)_x,175,175,175,140,140,140,153,187,187,187,140,153
最大净功率(kW),173,173,173,138,138,138,138,185,185,185,138,138
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,●,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,,,,,
整备质量(kg),1566,1603,1604,1503,1520,1556,1642,1573,1609,1610,1503,1603
接近角(°),16,16,16,16,16,16,16,16,16,16,16,16
排量(mL),1999,1999,1999,1498,1498,1498,1498,1995,1995,1995,1498,1498
换挡形式,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,无级变速,8,8,8,8,无级变速
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,,,-,-,,,-,,,-,-
手机无线充电功能,-,,,-,-,-,,-,-,,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,,,
手势控制,-,●,●,-,-,-,●,-,●,●,-,-
感应雨刷功能,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,●,●,●,-,-,●,●,-,●,●,-,-
巡航系统,,,,,,,,,,,-,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1875,1875,1875,1875,1875,1875,1875,1875,1875,1875,1875,1875
实测油耗(L/100km),-,10.2,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,40.31,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,7.59,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),6.5,6.5,6.5,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
地图品牌,,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
后轮胎规格,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),520,520,520,520,520,520,504,520,520,520,520,504
后制动器类型,,,,,,,,,,,,
变速箱类型,自动变速箱(AT),自动变速箱(AT),手自一体变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),电子无级变速箱(E-CVT)
变速箱,8挡自动,8挡自动,8挡手自一体,8挡自动,8挡自动,8挡自动,E-CVT无级变速,8挡自动,8挡自动,8挡自动,8挡自动,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,CAF488WQC,CAF488WQC,CAF488WQC,CAF479WQP1,CAF479WQP1,CAF479WQP1,CAF479WQP2,CAF484WQC1,CAF484WQC1,CAF484WQC1,CAF479WQP1,CAF479WQP2
发动机启停技术,●,●,●,●,●,●,-,●,●,●,●,-
发动机,2.0T 238马力 L4,2.0T 238马力 L4,2.0T 238马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,2.0T 254马力 L4,1.5T 190马力 L4,1.5T 190马力 L4
压缩比,10,10,10,11,11,11,11,10.8,10.8,10.8,11,11
厂商指导价(元),17.98万,19.98万,21.68万,15.78万,16.98万,18.78万,21.98万,17.98万,19.98万,21.68万,14.98万,18.98万
厂商,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608
前轮胎规格,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,235,-,-,-,-,235
前电动机最大功率(kW),-,-,-,-,-,-,96,-,-,-,-,96
前方碰撞预警,●,●,●,-,●,●,●,●,●,●,-,●
前排座椅功能,-,-,,-,-,-,,-,,,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,-,●,●,●,●,●,●,-,●
倒车车侧预警系统,●,●,●,-,-,●,●,-,●,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,-,●,●,●,●,●,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2022.06,2022.06,2022.06,2023.07,2023.07,2023.07,2023.11,2023.12,2023.12,2023.12,2023.07,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.11,7.31,7.37,6.76,6.64,6.76,4.86,6.94,7.15,7.18,6.76,4.56
V2X通讯,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,●,●,●,●,●,●,●,●,●,●,●,●
AR实景导航,-,-,●,-,-,-,●,-,-,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
