Feature,62487,63470,63471,63472,63484,63485,64148,64149,66558,66559,66560,66561,66562,66563
电池快充电量范围(%)_x,80,80,80,80,80,80,80,80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.55,0.43,0.43,0.6,0.5,0.5,0.5,0.6,0.43,0.43,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.55,0.43,0.43,0.6,0.5,0.5,0.5,0.6,0.43,0.43,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置+后置
电动机总扭矩(N·m),720,360,360,360,360,360,360,360,360,360,360,360,360,720
电动机总功率(kW),320,175,175,175,160,160,175,160,175,160,175,175,160,320
电动机总功率(Ps),435,238,238,238,218,218,238,218,238,218,238,238,218,435
电动机(Ps),435,238,238,238,218,218,238,218,238,218,238,238,218,435
电动座椅记忆功能,,-,,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,-,-,-,○,-,○,○,○,○,○,○,●,●,●
灯光特色功能,,-,-,-,-,-,-,-,-,-,-,,,
满载最小离地间隙(mm),160,160,160,160,160,160,160,160,160,160,160,160,160,160
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,
毫米波雷达数量,,-,,,,,,,,,,,,
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180,180,180,180
最大满载质量(kg),2720,2475,2385,-,-,2530,2520,-,2385,2385,2475,2530,2575,2720
最大扭矩(N·m),720,360,360,360,360,360,360,360,360,360,360,360,360,720
最大功率(kW),320,175,175,175,160,160,175,160,175,160,175,175,160,320
无钥匙进入功能,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,-,-,-,-,-,-,-,-,-,-,-,-,●
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,●,-,○,●,○,●,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),2270,2025,1935,-,-,2080,2070,-,1935,1935,2025,2080,2125,2270
摄像头数量,,,,,,,,,,,,,,
接近角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18
换挡形式,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,,-,,,,,,,,,,,,
手机无线充电功能,,-,,,,,,,,,,,,
手机无线充电功率,-,-,-,-,-,-,-,-,,,,,,
手机互联/映射,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,
手势控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●
快充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,-,-,-,-,-,100,100,100,100,100,100
座椅材质,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,
并线辅助,●,-,-,●,-,●,●,●,-,-,●,●,●,●
巡航系统,,-,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940
官方0-100km/h加速(s),4.6,8,8,8.4,8,8.4,8.4,8.4,8,8,8.4,8.4,8.4,4.6
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
声纹识别,-,-,-,-,-,-,-,-,●,●,●,●,●,●
地图品牌,,,,,,,,,,,,,,
四驱形式,,-,-,-,-,-,-,-,-,-,-,-,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640,1640
后轮胎规格,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),360,-,-,-,-,-,-,-,-,-,-,-,-,360
后电动机最大功率(kW),160,-,-,-,-,-,-,-,-,-,-,-,-,160
后方碰撞预警,●,-,-,●,-,●,●,●,-,-,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,●,-,○,●,○,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),462,462,462,462,462,462,462,462,462-1357,462-1357,462-1357,462-1357,462-1357,462-1357
后制动器类型,,,,,,,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),28.08万,18.58万,20.58万,25.48万,20.58万,25.48万,24.58万,24.58万,20.58万,20.58万,22.58万,25.48万,25.48万,28.08万
厂商,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源,北汽新能源
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
前轮胎规格,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),360,360,360,360,360,360,360,360,360,360,360,360,360,360
前电动机最大功率(kW),160,175,175,175,160,160,175,160,175,160,175,175,160,160
前方碰撞预警,●,-,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,-,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,-,●,-,●,●,●,-,-,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,
主动闭合式进气格栅,●,-,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,-,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中控下屏幕尺寸,,,,,,,,,,,,,,
上市时间,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06,2023.08,2023.08,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,-,-,-,-,-,-,-,-,,,,,,
三电系统质保,,,,,,,,,-,-,-,-,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,○,●,○,●,-,-,○,○,-,●,●,●
DOW开门预警,●,-,-,●,-,●,●,●,-,-,●,●,●,●
CLTC纯电续航里程(km)_y,600,480,480,688,480,688,688,688,480,480,618,688,688,600
CLTC纯电续航里程(km)_x,600,480,480,688,480,688,688,688,480,480,618,688,688,600
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,
220V/230V电源,●,-,○,●,○,●,●,●,●,●,●,●,●,●
