Feature,67902,68306,68307,70147,70148,70149,70150
最低荷电状态油耗(L/100km)WLTC,-,-,5.55,5.3,5.3,5.3,-
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘离手检测,●,●,-,-,●,●,●
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,●,-,-,-,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1962,1855,1778,1820,1862,1862,1962
摄像头数量,,,,,,,
接近角(°),13,13,13,13,13,13,13
排量(mL),-,-,1480,1480,1480,1480,-
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,,-,-,-,,,
手机无线充电功能,,,,,,,
手机无线充电功率,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
手势控制,●,-,-,-,●,●,●
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
循迹倒车,●,●,-,-,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,-,-,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1890,1890,1890,1890,1890,1890,1890
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
声纹识别,●,●,●,●,●,●,●
地图品牌,,,,,,,
哨兵模式/千里眼,●,●,-,-,●,●,●
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1630,1630,1630,1630,1630,1630,1630
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),320,320,320,320,320,320,320
后电动机最大功率(kW),190,190,160,160,160,160,190
后电动机型号,MSED04,MSED04,-,-,-,-,MSED04
后电动机品牌,长安马自达,长安马自达,-,-,-,-,长安马自达
后方碰撞预警,●,●,-,-,●,●,●
后排独立空调,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),578-1273,578-1273,479-1174,479-1174,479-1174,479-1174,578-1273
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,●,●,●,●,-
发动机布局,-,-,横置,横置,横置,横置,-
发动机型号,-,-,JL473QJ,JL473QJ,JL473QJ,JL473QJ,-
发动机,-,-,增程器 95马力,增程器 95马力,增程器 95马力,增程器 95马力,-
厂商指导价(元),17.98万,15.98万,13.98万,14.98万,15.98万,16.98万,16.98万
厂商,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1620,1620,1620,1620,1620,1620,1620
前轮胎规格,,,,,,,
前方碰撞预警,●,●,-,-,●,●,●
前方感知摄像头像素,,,-,-,,,
前方感知摄像头,,,-,-,,,
前排座椅功能,,-,-,-,,,
前排中间气囊,●,●,●,●,●,●,●
前悬架类型,,,,,,,
前备厢容积(L),99,99,-,-,-,-,99
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,-,●,●,●
信号灯识别,●,●,-,-,●,●,●
供油方式,-,-,多点电喷,多点电喷,多点电喷,多点电喷,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动式环境氛围灯,●,-,-,-,●,●,●
主动刹车/主动安全系统,●,●,-,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕类型,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
上市时间,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,1.30,0.78,0.78,0.78,-
WLTC纯电续航里程(km)_y,-,-,105,160,160,160,-
WLTC纯电续航里程(km)_x,-,-,105,160,160,160,-
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头尺寸,,-,-,-,,,
DOW开门预警,●,●,-,-,●,●,●
CLTC纯电续航里程(km)_y,600,480,130,200,200,200,600
CLTC纯电续航里程(km)_x,600,480,130,200,200,200,600
AR-HUD增强现实抬头显示,●,-,-,-,○,●,○
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
