Feature,66660,69072,69706,69707,72394,72395
电机布局,前置+后置,前置+后置,前置+后置,前置+后置,前置,前置
电动机总马力(Ps),324,324,324,324,228,228
电动机总扭矩(N·m),-,-,-,-,340,340
电动机总功率(kW),238,238,238,238,168,168
电动机(Ps),324,324,324,324,228,228
电动座椅记忆功能,-,,-,,-,-
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),57,57,57,57,57,57
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180
最小离地间隙(mm),160,160,160,160,160,160
最大马力(Ps),163,163,163,163,163,163
最大满载质量(kg),2875,2875,2875,2875,2785,2785
最大扭矩转速(rpm),-,-,-,-,-,-
最大扭矩(N·m)_y,260,260,260,260,260,260
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-
最大功率(kW)_y,120,120,120,120,120,120
最大功率(kW)_x,358,358,358,358,-,-
最大净功率(kW),120,120,120,120,120,120
最低荷电状态油耗(L/100km)WLTC,6.3,6.3,6.3,6.3,5.98,5.98
最低荷电状态油耗(L/100km)CLTC,5.7,5.7,5.7,5.7,5.3,5.3
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,●,-,●,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,●,-,●,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2290,2290,2290,2290,2200,2200
摄像头数量,,,,,,
接近角(°),20,20,20,20,20,20
排量(mL),1989,1989,1989,1989,1989,1989
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,-,-
手机无线充电功率,,,,,-,-
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,
感应后备厢,-,●,-,●,-,-
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座椅布局,,,,,,
座位数(个),,,,,,
应用商店,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1960,1960,1960,1960,1960,1960
官方0-100km/h加速(s),6.8,6.8,6.8,6.8,8.8,8.8
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
四驱形式,,,,,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),1688,1688,1688,1688,1688,1688
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),160,160,160,160,-,-
后电动机最大功率(kW),70,70,70,70,-,-
后电动机型号,CAM190PT1,CAM190PT1,CAM190PT1,CAM190PT1,-,-
后方碰撞预警,-,●,-,●,-,-
后排独立空调,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后排侧隐私玻璃,-,●,-,●,-,-
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),210-1847,210-1847,210-1847,210-1847,210-1847,210-1847
后制动器类型,,,,,,
可变悬架功能,-,,-,,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT,1挡DHT
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,CA4GC20TDH-42,CA4GC20TDH-42,CA4GC20TDH-42,CA4GC20TDH-42,CA4GC20TDH-42,CA4GC20TDH-42
发动机,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4
压缩比,13,13,13,13,13,13
厂商指导价(元),31.58万,34.58万,31.58万,34.58万,29.08万,29.08万
厂商,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1698,1698,1698,1698,1698,1698
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),340,340,340,340,340,340
前电动机最大功率(kW),168,168,168,168,168,168
前电动机型号,CAM220PT15,CAM220PT15,CAM220PT15,CAM220PT15,CAM220PT15,CAM220PT15
前方碰撞预警,●,●,●,●,●,●
前方感知摄像头,,,,,,
前排座椅功能,,,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●
侧窗多层隔音玻璃,-,,-,,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.08,2024.08,2024.08,2024.08,2025.04,2025.04
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
WLTC综合续航(km),985,985,985,985,1045,1045
WLTC综合油耗(L/100km),1.67,1.67,1.67,1.67,1.41,1.41
WLTC纯电续航里程(km)_y,83,83,83,83,95,95
WLTC纯电续航里程(km)_x,83,83,83,83,95,95
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头尺寸,-,,-,,-,-
ETC装置,-,●,-,●,-,-
DOW开门预警,-,●,-,●,-,-
CLTC综合续航(km),1102,1102,1102,1102,1200,1200
CLTC纯电续航里程(km)_y,100,100,100,100,110,110
CLTC纯电续航里程(km)_x,100,100,100,100,110,110
AR-HUD增强现实抬头显示,-,●,-,●,-,-
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
