Feature,47592,56216,56217,63877
最大扭矩(N·m)_y,620,450,450,450
最大扭矩(N·m)_x,620,450,450,450
最大功率转速(rpm),6500,5750,5750,5750
最大功率(kW)_y,390,221,243,221
最大功率(kW)_x,390,221,243,221
最大净功率(kW),-,-,-,-
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,○,○,○,○
方向盘材质,,,,
方向盘换挡,●,●,●,●
方向盘加热,○,○,○,○
方向盘位置调节,,,,
整车质保,-,-,-,-
整备质量(kg),2125,2067,2067,2067
排量(mL),2992,1995,1995,1995
换挡形式,,,,
挡位个数,8,8,8,8
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机互联/映射,,,,
感应雨刷功能,,,,
感应后备厢,-,○,○,○
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,○,○,○,○
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1979,1948,1979,1948
官方0-100km/h加速(s),3.8,5.6,5.3,5.6
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,
四驱形式,适时四驱,适时四驱,适时四驱,适时四驱
后雨刷,●,●,●,●
后轮距(mm),-,1694,-,1694
后轮胎规格,295/35 R21,235/55 R19,295/40 R20,235/55 R19
后排独立空调,●,○,●,○
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),570,535,535,535
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,
可加热喷水嘴,○,○,○,○
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置
发动机型号,-,-,-,-
发动机启停技术,●,●,●,●
发动机,3.0T 530马力 V6,2.0T 300马力 L4,2.0T 330马力 L4,2.0T 300马力 L4
厂商指导价(元),101.88万,65.08万,75.28万,65.08万
厂商,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,255/40 R21,235/55 R19,255/45 R20,235/55 R19
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.04,2022.04,2022.04,2023.08
上坡辅助,●,●,●,●
WLTC综合油耗(L/100km),-,8.7,8.8,8.7
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,○,○,○,○
ABS防抱死,●,●,●,●
220V/230V电源,○,○,○,○
