Feature,1014168,1014777,1014778,1015955,1016989,1017910,1018102,1018103,1018104,1018105
行车电脑显示屏幕,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,●,-,-,●,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●
自动头灯,●,-,●,-,-,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
百公里耗电量(kWh/100km),17.2,16.9,16.9,16.5,16.5,16.5,16.5,16.5,16.1,16.3
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电池能量密度(Wh/kg),-,-,-,125,125,-,-,-,-,-
电池能量(kWh),100,86,86,63,63,73,73,86,63,86
电池类型,,,,,,,,,,
电池慢充时间(小时)_y,7,7,7,7,7,-,-,-,-,-
电池慢充时间(小时)_x,7,7,7,7,7,-,-,-,-,-
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,-,-,-,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),272,272,272,272,272,428,428,428,272,272
电动机总扭矩(N·m),384,384,384,384,384,594,594,594,385,385
电动机总功率(kW),200,200,200,200,200,315,315,315,200,200
电动机(Ps),272,272,272,272,272,428,428,428,272,272
电动座椅记忆功能,-,-,-,-,-,,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
灯光特色功能,,-,,-,-,,-,-,-,-
满载最小离地间隙(mm),185,185,185,185,221,230,230,230,221,221
温度分区控制,●,-,●,-,-,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
涉水感应系统,-,-,-,-,-,●,●,●,-,-
最高车速(km/h),185,185,185,185,185,190,190,190,185,185
最小转弯半径(m),6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
最大爬坡度(%),-,-,-,-,-,95,95,95,60,60
最大满载质量(kg),2875,2845,2845,2840,2840,-,-,-,-,-
最大涉水深度(mm),-,-,-,-,-,815,815,815,500,500
最大扭矩(N·m),384,384,384,384,384,594,594,594,385,385
最大功率(kW),200,200,200,200,200,315,315,315,200,200
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2150,2090,2090,2065,2065,-,-,-,-,-
摄像头数量,-,-,-,-,-,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
拖挂钩,,,,-,,,,,,
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,,,,,
手机无线充电功率,-,-,-,-,-,,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,-,,-,-,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,-,-,-,100,100,100,100,100
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,●,-,●,-,-,●,-,-,-,-
巡航系统,,-,,-,-,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
对外放电,●,●,●,○,○,●,●,●,●,●
对外交流放电功率(kW),6,6,6,3.3,3.3,6,6,6,3.3,6
宽度(mm),1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
官方0-100km/h加速(s),6.9,7.3,7.3,7.3,7.3,4.5,4.5,4.5,7.3,6.9
安全带未系提醒,,,,,,,,,,
天窗类型,,,,-,-,,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
四驱形式,-,-,-,-,-,,,,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1620,1620,1620,1620,1620,1620,1620,1620,1620,1620
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),384,384,384,384,384,384,384,384,385,385
后电动机最大功率(kW),200,200,200,200,200,200,200,200,200,200
后方碰撞预警,●,-,●,-,-,●,-,-,-,-
后排车门开启方式,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,●,-,-,●,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,-,-,-,-,-,●,●,●,●,●
后备厢容积(L),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.88万,19.88万,22.88万,14.58万,15.38万,20.98万,18.18万,22.18万,15.18万,19.98万
厂商,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车,雷达汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,210,210,210,-,-
前电动机最大功率(kW),-,-,-,-,-,115,115,115,-,-
前方碰撞预警,●,-,●,-,-,●,-,-,-,-
前方感知摄像头,-,-,-,-,-,,-,-,-,-
前排座椅功能,-,-,-,-,-,,-,-,-,-
前悬架类型,,,,,,,,,,
前备厢容积(L),70,70,70,-,70,70,70,70,70,70
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,3000,3000,3000,2500,2500
内置行车记录仪,●,○,●,-,-,●,-,-,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,-,●,-,-,●,●,●,-,-
倒车车侧预警系统,●,-,●,-,-,●,-,-,-,-
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,●,-,●,-,-,●,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2022.11,2022.11,2022.11,2023.04,2023.09,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,-,-,-,-,-
DOW开门预警,●,-,●,-,-,●,-,-,-,-
CLTC纯电续航里程(km)_y,632,550,550,410,410,460,460,520,415,560
CLTC纯电续航里程(km)_x,632,550,550,410,410,460,460,520,415,560
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,●,●,●,○,○,●,○,○,-,-
