Feature,43684,43686,43687,43688,43689,43690,43691,43692,43693,51603,51604,51605,51606,51607,51608,62259,62260,62261,62262,66606
最大马力(Ps),224,224,224,163,163,163,163,163,163,224,224,224,224,224,224,163,163,144,144,144
最大满载质量(kg),2900,2900,2900,2950,2950,2950,2950,2900,2970,2800,2900,2900,2900,2900,2900,2950,2950,2700,2700,2700
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,350,350,350,375,375,375,375,375,375,350,350,350,350,350,350,375,375,200,200,200
最大扭矩(N·m)_x,350,350,350,375,375,375,375,375,375,350,350,350,350,350,350,375,375,200,200,200
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,165,165,165,120,120,120,120,120,120,165,165,165,165,165,165,120,120,106,106,106
最大功率(kW)_x,165,165,165,120,120,120,120,120,120,165,165,165,165,165,165,120,120,106,106,106
最大净功率(kW),160,160,160,118.5,118.5,118.5,118.5,118.5,118.5,160,160,160,160,160,160,118.5,118.5,98,98,98
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,●,●,-,-,●,●,●,●,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),2075,2075,2120,2155,2155,2210,2210,2165,2225,2060,2120,2075,2075,2075,2120,2155,2155,1950,1950,1950
接近角(°),19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
排量(mL),1995,1995,1995,1996,1996,1996,1996,1996,1996,1995,1995,1995,1995,1995,1995,1996,1996,1998,1998,1998
换挡形式,,,,,,,,,,,,,,,,,,,,
挡位个数,6,6,6,6,6,6,6,8,8,6,6,8,8,8,8,6,6,5,5,5
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,,,-,,,,,,,,-,,,,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,,,,,
座椅材质,,,,,,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,,,-,-,-,-,,,-,-,,,,,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,-,,,-,,,,,,,,-,,,,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,-,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-
后轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,-,-,-,-,-
后排侧隐私玻璃,-,○,○,-,○,○,○,○,○,○,○,-,○,○,○,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手动,6挡手动,6挡手动,6挡手动,8挡手自一体,8挡手自一体,6挡手动,6挡手动,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,20L4E,20L4E,20L4E,SC20M163Q6A,SC20M163Q6A,SC20M163Q6A,SC20M163Q6A,SC20M163Q6A,SC20M163Q6A,20L4E,20L4E,20L4E,20L4E,20L4E,20L4E,SC20M163Q6A,SC20M163Q6A,1TZH,1TZH,1TZH
发动机启停技术,-,-,-,-,-,-,-,●,●,-,-,-,-,-,-,-,-,-,-,-
发动机,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 163马力 L4,2.0T 163马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4
厂商指导价(元),15.78万,16.38万,16.68万,16.18万,16.98万,16.98万,17.28万,18.78万,19.08万,14.58万,14.88万,15.78万,16.38万,16.38万,16.68万,14.38万,14.88万,12.08万,12.28万,14.58万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,-,-,-,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,-,-,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,-,-,-,-,-
前/后中央扶手,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,-,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,-,-,-,-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,-,-,-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,-,,,,,,,,-,,,,,,,,
中控屏幕尺寸,-,,,-,,,,,,,,-,,,,,,,,
上市时间,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2020.05,2021.06,2021.06,2021.06,2021.06,2021.06,2021.06,2023.03,2023.03,2023.03,2023.03,2024.01
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),10.9,10.9,10.9,-,-,-,-,8.5,8.5,10.3,10.3,10.9,10.9,10.9,10.9,8.4,8.4,10.7,10.7,10.7
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),10,10,10,7.6,7.6,7.6,7.6,7.8,7.8,9.4,9.4,10,9.7,9.7,9.7,-,-,-,-,-
LED日间行车灯,●,-,-,●,-,-,-,-,-,-,-,●,-,-,-,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,○,○,-,○,○,○,○,○,-,-,-,○,○,○,-,-,-,-,-
