Feature,1015247,1015249,1015251,1015253,1015834,1017157,1017862,1017863,1017864,1017865,1017866,1017867,1017868,1017869,1017870,1017871,1017872,1017873,1017874
车内环境氛围灯,-,-,-,-,,-,-,-,,,,,,,,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,-,-,-,,-,-,-,,,,,,,,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,○,-,-,-,○,○,○,○,○,○,○,-,-,-,-
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,○,-,-,-,○,○,○,○,○,○,○,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客,轻客
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),-,-,-,-,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
空调温度控制方式,,,,,,,,,,,,,,,,,,,
离去角(°),22,22,22,22,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
百公里耗电量(kWh/100km),-,-,-,-,-,22.7,22.8,24.3,22.8,24.3,-,-,22.8,24.3,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,,,,,,,,,
电池能量密度(Wh/kg),85.9,85.9,60.16,60.16,161.55,145.15,153.425,161.55,153.425,161.55,161.55,161.55,153.425,161.55,161.55,153.425,153.425,161.55,161.55
电池能量(kWh),-,-,-,-,100.96,50.386,77.28,100.96,77.28,100.96,100.96,100.96,77.28,100.96,100.96,77.28,77.28,100.96,100.96
电池类型,,,,,,,,,,,,,,,,,,,
电池快充电量范围(%)_y,80,80,80,80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,80,80,80,80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.8,0.8,0.8,0.8,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.6
电池快充时间(小时)_x,0.8,0.8,0.8,0.8,0.6,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.6
电池冷却方式,液冷,液冷,液冷,液冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),163,163,163,163,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
电动机总扭矩(N·m),320,320,320,320,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
电动机总功率(kW),120,120,120,120,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
电动机(Ps),163,163,163,163,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
满载最小离地间隙(mm),-,-,-,-,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,,,,,,,,,,,,,,,
最高车速(km/h),110,110,110,110,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
最小转弯半径(m),13.2,13.2,13.2,13.2,6.7,5.6,6.05,6.05,6.05,6.05,6.7,6.7,6.05,6.05,6.7,6.7,6.7,6.7,6.7
最小离地间隙(mm),177,177,177,177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大载重质量(kg),-,1640,-,1570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大爬坡度(%),25,28,25,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),4250,4350,4150,4150,4850,3495,3495,3495,3495,3495,4850,4850,3495,3495,4850,4300,4300,4300,4300
最大扭矩(N·m),320,320,320,320,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
最大功率(kW),120,120,120,120,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,○,-,-,-,○,○,○,○,○,○,○,-,-,-,-
方向盘位置调节,-,-,-,-,,,,,,,,,,,,,,,
整车质保,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),3000,2710,2765,2580,3085,2298,2654,2660,2680,2835,3040,3085,2680,2835,3040,2660,2660,2660,2660
接近角(°),21,21,21,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
换挡形式,-,-,-,-,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,,,,,,,,,
快充功能,支持,支持,-,-,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-
巡航系统,-,-,-,-,,,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),2098,2098,2098,2098,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068,2068
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,-,-,-,-,,-,-,-,,,,,,,,-,-,-,-
备胎规格,-,-,-,-,,,,,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1704,1704,1704,1704,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
后轮胎规格,,,-,-,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),320,320,320,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),120,120,120,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排车门开启方式,-,-,-,-,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,○,○,○,○,●,●,●,●,○,○,○,-,-,-,-
后悬架类型,-,-,-,-,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),39.30万,35.90万,35.30万,31.90万,36.38万,19.98万,24.38万,26.68万,33.58万,35.78万,36.68万,37.28万,32.68万,34.88万,35.78万,24.08万,24.68万,27.38万,27.98万
厂商,江铃汽车,江铃汽车,江铃汽车,江铃汽车,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,-,-,-,-,,,,,,,,,,,,-,-,-,-
前轮距(mm),1740,1740,1740,1740,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,,,-,-,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
前电动机最大功率(kW),-,-,-,-,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
前排座椅功能,-,-,-,-,,-,-,-,,,,,,,,-,-,-,-
前悬架类型,-,-,-,-,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,○,-,-,-,-,-,-,-,○,○,○,-,-,-,-
内后视镜功能,-,-,-,-,,,,,,,,,,,,-,-,-,-
全液晶仪表盘,-,-,-,-,●,-,-,-,●,●,●,●,●,●,●,-,-,-,-
侧滑门形式,-,-,-,-,,,,,,,,,,,,,,,
主座椅调节方式,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○
中控彩色屏幕,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,-,-,-,-,,,,,,,,,,,,,,,
上市时间,2023.02,2023.02,2023.02,2023.02,2024.01,2023.10,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
三电系统质保,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,260,260,180,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,260,260,180,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,●,●,●,●,●,-,-,●,●,-,-,-,-,-
ETC装置,-,-,-,-,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,-,-,-,-,-,210,306,406,306,406,-,-,306,406,-,-,-,-,-
CLTC纯电续航里程(km)_x,-,-,-,-,-,210,306,406,306,406,-,-,306,406,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,,-,-,-,,,,,,,,-,-,-,-
