Feature,63023,63927,63941,63942,63943,65043,65947
蓝牙/车载电话,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,●,-
自动头灯,●,●,●,●,●,●,●
自动变道辅助,●,-,-,-,-,●,-
能量回收系统,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,,
空载最小离地间隙(mm),150,150,150,150,150,150,150
空调温度控制方式,,,,,,,
离去角(°),28,28,28,28,28,28,28
百公里耗电量(kWh/100km),12.7,12,12,12.7,12.7,12.7,12.7
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,,,,,,,
电池预加热,●,●,●,●,●,●,●
电池能量(kWh),50.6,37.9,37.9,50.6,50.6,50.6,50.6
电池类型,,,,,,,
电池慢充电量范围(%)_y,20-100,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,20-100,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,8,12,12,8,8,8,8
电池慢充时间(小时)_x,8,12,12,8,8,8,8
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.58,0.58,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.58,0.58,0.5,0.5,0.5,0.5
电池冷却方式,液冷,风冷,风冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),136,136,136,136,136,136,136
电动机总扭矩(N·m),200,200,200,200,200,200,200
电动机总功率(kW),100,100,100,100,100,100,100
电动机(Ps),136,136,136,136,136,136,136
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢位置记忆,●,-,-,-,●,-,-
电动后备厢,●,-,-,-,●,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
最高车速(km/h),150,150,150,150,150,150,150
最大满载质量(kg),2010,1885,1885,2010,2010,2010,2010
最大扭矩(N·m),200,200,200,200,200,200,200
最大功率(kW),100,100,100,100,100,100,100
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),1615,1495,1495,1595,1615,1615,1595
接近角(°),20,20,20,20,20,20,20
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,,-,-
手机互联/映射,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,
慢充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
感应雨刷功能,-,,,,,-,
感应后备厢,●,-,-,-,●,-,-
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
循迹倒车,●,-,-,-,-,●,-
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,-,-,-,-,●,-
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电最低允许值(%),10,-,-,10,10,10,-
对外放电,●,-,-,●,●,●,-
对外交流放电功率(kW),2.2,-,-,2.2,2.2,2.2,-
宽度(mm),1850,1850,1850,1850,1850,1850,1850
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,-,-,-,,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,-,-,-,-,-,-,-
地图品牌,,,,,,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1586,1586,1586,1586,1586,1586,1586
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,-,-,-,●,-,-
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),520-1707,520-1707,520-1707,520-1707,520-1707,520-1707,520-1707
后制动器类型,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.38万,9.58万,10.38万,11.58万,12.38万,12.58万,14.58万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,●,●,●,●,●,●
匝道自动驶出(入),●,-,-,-,-,●,-
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1600,1600,1600,1600,1600,1600,1600
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),200,200,200,200,200,200,200
前电动机最大功率(kW),100,100,100,100,100,100,100
前方碰撞预警,●,-,-,-,-,●,-
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
信号灯识别,●,-,-,-,-,●,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2023.09,2023.08,2023.08,2023.08,2023.08,2023.09,2023.11
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,-
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,-,●,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,460,360,360,460,460,460,460
CLTC纯电续航里程(km)_x,460,360,360,460,460,460,460
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
