Feature,66980,66981,66982,66983,66984,70348,71500,71762,71763
车型名称,银河L7 2024款 1.5T 55km PRO 龙腾版,银河L7 2024款 1.5T 115km PLUS  龙腾版,银河L7 2024款 1.5T 115km MAX  龙腾版,银河L7 2024款 1.5T 115km 星舰 龙腾版,银河L7 2024款 1.5T 115km 亚运幻影 龙腾版,银河L7 2025款 EM-i 115km 探索版,银河L7 2025款 EM-i 115km 探索+版,银河L7 2025款 EM-i 115km 远航版,银河L7 2025款 3DHT 115km 星舰版
车前雾灯,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,●,●,-,-,-,●
车内环境氛围灯,-,-,,,,-,,-,
车内摄像头数量,-,-,-,,,-,-,-,
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,
负离子发生器,-,-,-,●,●,-,-,-,●
语音连续识别,-,-,-,-,-,●,●,●,●
语音识别控制系统,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,,,,
语音分区域唤醒识别,-,-,-,-,-,,,,
语音免唤醒词,-,-,-,-,-,●,●,●,●
行车电脑显示屏幕,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,-,●
自动驻车,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),535,535,535,535,535,-,-,-,-
系统综合功率(kW),-,287,287,287,287,-,-,-,-
系统综合功率(Ps),-,390,390,390,390,-,-,-,-
简称,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,1挡DHT,1挡DHT,1挡DHT,3挡DHT
第二排座椅调节,,,,,,,,,
空调温度控制方式,,,,,,,,,
离去角(°),26,26,26,26,26,23,23,23,26
百公里耗电量(kWh/100km),-,-,-,-,-,14.9,14.9,14.9,15.8
疲劳驾驶提示,-,-,-,●,●,-,-,-,●
电芯品牌,,,,,,,,,
电池预加热,●,●,●,●,●,●,●,●,●
电池能量(kWh),9.11,18.7,18.7,18.7,18.7,18.4,18.4,18.4,18.7
电池类型,,,,,,,,,
电池特有技术,CTP平板电池,CTP平板电池,CTP平板电池,CTP平板电池,CTP平板电池,-,-,-,-
电池慢充时间(小时)_y,1.7,3,3,3,3,2.7,2.7,2.7,3
电池慢充时间(小时)_x,1.7,3,3,3,3,2.7,2.7,2.7,3
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.33,0.33,0.33,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.33,0.33,0.33,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),146,146,146,146,146,218,218,218,146
电动机总扭矩(N·m),338,338,338,338,338,262,262,262,338
电动机总功率(kW),107,107,107,107,107,160,160,160,107
电动机(Ps),146,146,146,146,146,218,218,218,146
电动座椅记忆功能,-,-,,,,-,,-,
电动后备厢位置记忆,-,-,●,●,●,●,●,-,●
电动后备厢,-,-,●,●,●,●,●,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,-,-,-,-
液晶仪表尺寸,,,,,,,,,
油箱容积(L),60,60,60,60,60,60,60,60,60
油电综合燃料消耗量(L/100km),-,-,-,-,-,2.78,2.78,2.78,3.13
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,180,180,180,200
最大马力(Ps),163,163,163,163,163,112,112,112,163
最大满载质量(kg),2245,2330,2330,2330,2330,2230,2230,2230,2330
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,255,255,255,255,255,136,136,136,255
最大扭矩(N·m)_x,535,535,535,535,535,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-,-
最大功率(kW)_y,120,120,120,120,120,82,82,82,120
最大功率(kW)_x,-,287,287,287,287,-,-,-,-
最大净功率(kW),115,115,115,115,115,79,79,79,115
最低荷电状态油耗(L/100km)WLTC,-,-,-,-,-,4.9,4.9,4.9,5.23
最低荷电状态油耗(L/100km),5.23,5.23,5.23,5.23,5.23,-,-,-,-
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),1800,1860,1890,1890,1890,1810,1810,1810,1890
摄像头数量,,,,,,,,,
接近角(°),19,19,19,19,19,18,18,18,19
排量(mL),1499,1499,1499,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,,,
挡位个数,3,3,3,3,3,1,1,1,3
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,,,-,-,-,
手机无线充电功能,-,-,,,,,,-,
手机无线充电功率,-,-,-,-,-,,,-,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
应用商店,●,●,●,●,●,●,●,●,●
并线辅助,-,-,-,-,○,-,-,-,-
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●
宽度(mm),1905,1905,1905,1905,1905,1905,1905,1905,1905
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,,,,,-,
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
场景灯语,-,-,-,-,-,-,-,-,●
地图品牌,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,,,,,,,,,
后方碰撞预警,-,-,-,-,●,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,-,●
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),650-1790,650-1790,650-1790,650-1790,650-1790,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT,3挡DHT,3挡DHT,3挡DHT,1挡DHT,1挡DHT,1挡DHT,3挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ,BHE15-BFZ,BHE15-BFN,BHE15-BFN,BHE15-BFN,BHE15-BFZ
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5L 112马力 L4,1.5T 163马力 L4
厂商指导价(元),12.57万,13.97万,14.97万,15.97万,16.97万,12.58万,13.58万,11.58万,14.88万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副驾屏幕类型,,,,,,,,-,
副驾屏幕分辨率,,,,,,,,-,
副驾屏幕像素密度,,,,,,,,-,
副驾娱乐屏尺寸,,,,,,,,-,
副座椅调节方式,,,,,,,,,
前轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),338,338,338,338,338,262,262,262,338
前电动机最大功率(kW),107,107,107,107,107,160,160,160,107
前电动机型号,TZ270WY000,TZ270WY000,TZ270WY000,TZ270WY000,TZ270WY000,-,-,-,-
前方碰撞预警,●,●,●,●,●,●,●,-,●
前方感知摄像头像素,-,-,-,-,,-,-,-,-
前方感知摄像头,,,,,,,,-,
前排座椅功能,,,,,,,,-,
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,○,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●,●,●
仪表盘屏幕材质,,,,,,,,,
主座椅调节方式,,,,,,,,,
主动闭合式进气格栅,-,-,-,-,-,●,●,●,-
主动式环境氛围灯,-,-,-,●,●,-,-,-,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕类型,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中控屏幕分辨率,,,,,,,,,
中控屏幕像素密度,,,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2025.02,2025.02,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),2.35,1.3,1.3,1.3,1.3,1.05,1.05,1.05,1.3
WLTC纯电续航里程(km)_y,43,90,90,90,90,93,93,93,90
WLTC纯电续航里程(km)_x,43,90,90,90,90,93,93,93,90
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头尺寸,-,,,,,-,,-,
DeepSeek应用,-,-,-,-,-,,,,
DOW开门预警,-,-,-,-,●,-,-,-,-
CLTC综合续航(km),1310,1370,1370,1370,1370,-,-,-,-
CLTC纯电续航里程(km)_y,55,115,115,115,115,115,115,115,115
CLTC纯电续航里程(km)_x,55,115,115,115,115,115,115,115,115
AR实景导航,-,-,-,-,○,-,-,-,-
AR-HUD增强现实抬头显示,-,○,○,●,●,-,●,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
