Feature,56069,56588,56744,64154,65300
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-
空载最小离地间隙(mm),150,150,150,150,150
空调温度控制方式,,,,,
离去角(°),28,28,28,28,28
百公里耗电量(kWh/100km),9.7,9.3,10.7,9.9,10.7
疲劳驾驶提示,-,-,-,-,-
电芯品牌,宁德时代/中创新航/国轩高科,宁德时代,宁德时代,国轩高科,宁德时代/江苏时代
电能当量燃料消耗量(L/100km),1.1,1.05,1.21,1.12,1.21
电池预加热,●,●,●,●,●
电池能量密度(Wh/kg),125,115,140,110,-
电池能量(kWh),17.65,12.92,27.99,17.65,28.08
电池组质保,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m),-,-,-,-,-
电动机总功率(kW),30,30,35,35,35
电动机总功率(Ps),41,41,48,48,48
电动机(Ps),41,41,48,48,48
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
最高车速(km/h),101,101,101,101,101
最大满载质量(kg),1140,1140,1245,1170,1230
最大扭矩(N·m),-,-,-,-,-
最大功率(kW),30,30,35,35,35
无钥匙进入功能,,,,,
无钥匙启动系统,○,○,○,○,○
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),840,805,922,870,930
摄像头数量,,,,,
接近角(°),21,21,21,21,21
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,,,,,
手机APP远程功能,,,,,
慢充时间(小时)_y,9.8,7.5,9.5,6.5,10
慢充时间(小时)_x,9.8,7.5,9.5,6.5,10
感应雨刷功能,-,-,-,-,-
快充电量百分比,-,-,-,30-80,30-80
快充电量(%),-,-,-,30-80,30-80
快充时间(小时)_y,-,-,-,0.58,0.58
快充时间(小时)_x,-,-,-,0.58,0.58
快充功能,-,-,-,支持,支持
座椅材质,,,,,
座位数(个),4,4,4,4,4
并线辅助,-,-,-,-,-
巡航系统,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),1700,1700,1700,1700,1700
官方0-50km/h加速(s),6.5,6.5,5.9,6.1,6.2
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
四驱形式,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1476,1476,1476,1476,1476
后轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,,,,,
后悬架类型,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架
后座出风口,-,-,-,-,-
后备厢容积(L),104,104,104,104,104
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.49万,4.99万,6.99万,5.49万,6.19万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1470,1470,1470,1470,1470
前轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
前电动机最大功率(kW),30,30,35,35,35
前排座椅功能,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2022.06,2022.06,2022.06,2023.08,2023.10
上坡辅助,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
LED日间行车灯,○,○,○,○,○
ISOFIX儿童座椅接口,●,●,●,●,●
CLTC纯电续航里程(km)_y,210,155,301,205,301
CLTC纯电续航里程(km)_x,210,155,301,205,301
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
