Feature,60899,60908,60909,60910,60911,66290,66291,66292,66293,68244,68245,68246,68247,68248,68843
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,
负离子发生器,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-
语音连续识别,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,-,-,-,-,●,●,●,●,●,●
记忆泊车,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,-,●,●,●,●,-,●,●,-,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,●,-,-,-,-,-,-,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,待查,待查,待查,待查,待查,待查,待查,待查,待查,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,DHT,DHT,DHT,DHT,DHT,DHT,DHT,DHT,DHT,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,,,,,,,,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
移动物体预警系统,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),-,-,-,-,-,-,-,-,-,22,22,22,22,20,22
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,-,-,-,-,-,-,-,-,-,,,,,,
电池能量(kWh),-,-,-,-,-,-,-,-,-,12.9,22.48,22.48,22.48,22.48,22.48
电池类型,-,-,-,-,-,-,-,-,-,,,,,,
电池快充电量范围(%)_y,-,-,-,-,-,-,-,-,-,80,80,80,80,80,80
电池快充电量范围(%)_x,-,-,-,-,-,-,-,-,-,80,80,80,80,80,80
电池快充时间(小时)_y,-,-,-,-,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,-,-,-,-,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,-,-,-,-,-,-,-,-,-,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,-,-,-,-,-,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),-,-,-,-,-,-,-,-,-,204,204,204,204,204,204
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,300,300,300,300,300,300
电动机总功率(kW),-,-,-,-,-,-,-,-,-,150,150,150,150,150,150
电动机(Ps),-,-,-,-,-,-,-,-,-,204,204,204,204,204,204
电动座椅记忆功能,,-,-,,-,-,-,-,,-,-,-,-,,
电动后备厢位置记忆,●,●,●,●,●,-,●,●,●,-,-,●,●,●,●
电动后备厢,●,●,●,●,●,-,●,●,●,-,-,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
灯光特色功能,,,,,,,,,,,,,,,
激光雷达数量,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,180,180,180,180,180,180
最小转弯半径(m),-,-,-,-,-,-,-,-,-,5.9,5.9,5.9,5.9,5.99,5.9
最大马力(Ps),139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
最大功率(kW)_y,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
最大功率(kW)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大净功率(kW),96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
无钥匙进入功能,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,,,,,,
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),-,-,-,-,-,-,-,-,-,18,18,18,18,18,18
排量(mL),1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497
换挡形式,,,,,,,,,,,,,,,
挡位个数,待查,待查,待查,待查,待查,待查,待查,待查,待查,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,-,-,,,-,-,-,,,
手机互联/映射,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,
感应雨刷功能,,,,,,-,-,-,,-,-,-,-,,
感应后备厢,●,-,-,●,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●
并线辅助,●,-,-,●,-,-,-,-,●,-,-,-,-,●,●
巡航系统,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,-,-,-,-,-,-,-,-,-,-,○,○,○,○,○
宽度(mm),1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968
官方0-50km/h加速(s),-,-,-,-,-,-,-,-,-,3.2,3.2,3.2,3.2,3.2,3.2
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,-,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,,,,
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,
地图品牌,,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,-,-,●,●,●,●
后轮距(mm),1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652
后轮胎规格,,,,,,,,,,,,,,,
后方碰撞预警,●,-,-,●,-,-,-,-,●,-,-,-,-,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,●,●,-,-,-,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,
可见即可说,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,DHT,DHT,DHT,DHT,DHT,DHT,DHT,DHT,DHT,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC,F22TC
发动机,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4,1.5T 139马力 L4
厂商指导价(元),-,15.99万,17.99万,23.99万,-,-,-,-,-,-,11.99万,12.99万,13.99万,-,15.99万
厂商,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车,凯翼汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652
前轮胎规格,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,300,300,300,300,300,300
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,150,150,150,150,150,150
前方碰撞预警,●,○,○,●,●,-,-,●,●,-,-,-,●,●,●
前排座椅功能,,,,,,-,-,,,-,-,-,,,
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●
倒车车侧预警系统,●,-,-,●,-,-,-,-,●,-,-,-,-,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,○,○,●,●,-,-,●,●,-,-,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,-,-,-,-,-,-,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,1.54,1.54,1.54,1.54,1.54,1.54
WLTC纯电续航里程(km)_y,-,-,-,-,-,-,-,-,-,55,90,90,90,90,90
WLTC纯电续航里程(km)_x,-,-,-,-,-,-,-,-,-,55,90,90,90,90,90
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,260,110,180,260,110,120,120,120,120,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,260,110,180,260,110,120,120,120,120,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,-,●,-,-,-,-,●,-,-,-,-,●,●
CLTC纯电续航里程(km)_y,-,-,-,-,-,-,-,-,-,80,150,150,150,150,150
CLTC纯电续航里程(km)_x,-,-,-,-,-,-,-,-,-,80,150,150,150,150,150
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,
