Feature,67142,67143,67148,67149,68180,68181,68182,68183,70193,70195,70197,70198,70199,70200
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载智能系统,,,,,,,,,,,,,,
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,
车机智能芯片,-,-,-,-,-,-,-,-,,,,,,
车型名称,奔驰GLC 2024款 GLC 260 L 4MATIC 动感型 5座,奔驰GLC 2024款 GLC 260 L 4MATIC 动感型 7座,奔驰GLC 2024款 GLC 300 L 4MATIC 豪华型 5座,奔驰GLC 2024款 GLC 300 L 4MATIC 豪华型 7座,奔驰GLC 2024款  改款 GLC 260 L 4MATIC 豪华型 5座,奔驰GLC 2024款 改款 GLC 260 L 4MATIC 豪华型 7座,奔驰GLC 2024款 改款 GLC 300 L 4MATIC 动感型 5座,奔驰GLC 2024款 改款 GLC 300 L 4MATIC 动感型 7座,奔驰GLC 2025款 GLC 260 L 4MATIC 动感型 5座,奔驰GLC 2025款 GLC 260 L 4MATIC 豪华型 5座,奔驰GLC 2025款 GLC 300 L 4MATIC 动感型 5座,奔驰GLC 2025款 GLC 300 L 4MATIC 动感型 7座,奔驰GLC 2025款 GLC 300 L 4MATIC 豪华型 5座,奔驰GLC 2025款 GLC 300 L 4MATIC 豪华型 7座
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,○,○,-,-,-,-,○,○,○,○,○,○
车内环境氛围灯,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,,,,-,,,,,,,,,
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,,,,,,
负离子发生器,-,-,○,○,-,-,-,-,○,○,○,○,○,○
语音连续识别,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,-,-,-,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●,●,●,●,●
被动行人保护,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,○,○,○,○,○,○,○,○,○,○,○,○,○,○
膝部气囊,,,,,,,,,,,,,,
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排座椅调节,-,,-,,-,,-,,-,-,-,,-,
空调温度控制方式,,,,,,,,,,,,,,
离去角(°),24,24,23,23,24,24,23,23,24,24,23,23,23,23
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,-,-,,,,,,,-,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,-,-,,,-,-,,,-,-,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),212,212,223,223,212,212,223,223,212,212,223,223,223,223
最大马力(Ps),204,204,258,258,204,204,258,258,204,204,258,258,258,258
最大满载质量(kg),2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760
最大扭矩转速(rpm),1600-4000,1600-4000,2000-3200,2000-3200,1600-4000,1600-4000,2000-3200,2000-3200,1600-4000,1600-4000,2000-3200,2000-3200,2000-3200,2000-3200
最大扭矩(N·m)_y,320,320,400,400,320,320,400,400,320,320,400,400,400,400
最大扭矩(N·m)_x,320,320,400,400,320,320,400,400,320,320,400,400,400,400
最大功率转速(rpm),5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
最大功率(kW)_y,150,150,190,190,150,150,190,190,150,150,190,190,190,190
最大功率(kW)_x,150,150,190,190,150,150,190,190,150,150,190,190,190,190
最大净功率(kW),-,-,-,-,-,-,-,-,150,150,190,190,190,190
无钥匙进入功能,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,●,●,●,●,●,●,-,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,
整备质量(kg),2075,2075,2080,2080,2075,2075,2080,2080,2075,2075,2080,2080,2080,2080
摄像头数量,-,-,-,-,-,-,-,-,,,,,,
接近角(°),23,23,23,23,23,23,23,23,23,23,23,23,23,23
排量(mL),1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999
换挡形式,,,,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,,
感应后备厢,○,○,●,●,●,●,●,●,○,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,
座椅布局,-,,-,,-,,-,,,,-,,-,
座位数(个),,,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890
官方0-100km/h加速(s),8.2,8.5,6.5,6.8,8.2,8.5,6.5,6.8,8.2,8.2,6.5,6.8,6.5,6.8
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,,,,,,,,,,,,
外后视镜功能,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,
地图品牌,,,,,,,,,,,,,,
四驱形式,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632
后轮胎规格,,,,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),550,440,550,440,550,440,550,440,550,550,550,440,550,440
后制动器类型,,,,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,●,●,●,●,●,●
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920,254 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),42.78万,43.80万,52.53万,53.13万,45.35万,46.37万,47.75万,48.35万,42.78万,45.53万,47.93万,48.53万,52.53万,53.13万
厂商,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
前轮胎规格,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,,,,,,
前排座椅功能,,,,,,,,,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,●,●,○,○,○,○,-,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,-,-,,,-,-,-,-,-,-,-,-,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,
中央差速器结构,,,,,,,,,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.05,2024.05,2024.05,2024.05,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.4,7.5,7.6,7.7,7.4,7.5,7.6,7.7,7.4,7.4,7.6,7.7,7.6,7.7
USB/Type-C接口数量,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,●,○,○,○,○,-,○,○,○,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○
AR实景导航,-,-,●,●,○,○,○,○,-,-,-,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,
