Feature,67024,67025,67026,69068,69069,69070
电动机总马力(Ps),75,75,75,75,75,75
电动机总扭矩(N·m),135,135,135,135,135,135
电动机总功率(kW),55,55,55,55,55,55
电动机(Ps),75,75,75,75,75,75
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
最高车速(km/h),130,130,130,130,130,130
最小转弯半径(m),4.95,4.95,4.95,4.95,4.95,4.95
最大满载质量(kg),1460,1460,1540,1460,1460,1540
最大扭矩(N·m),135,135,135,135,135,135
最大功率(kW),55,55,55,55,55,55
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
旋转大屏,-,-,-,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1160,1160,1240,1160,1160,1240
摄像头数量,,,,,,
接近角(°),17,17,17,17,17,17
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,,,-,,
手机互联/映射,-,-,-,-,-,-
手机APP远程功能,,,,,,
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,-,-,-,-,-,-
快充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
快充功能,支持,支持,支持,支持,支持,支持
快充功率(kW),30,30,40,30,30,40
座椅材质,,,,,,
座位数(个),,,,,,
应用商店,●,●,●,●,●,●
并线辅助,-,-,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,●,●,●,●,●
对外交流放电功率(kW),-,-,-,3.3,3.3,3.3
宽度(mm),1715,1715,1715,1715,1715,1715
官方0-50km/h加速(s),4.9,4.9,4.9,4.9,4.9,4.9
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,-,-,-,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1500,1500,1500,1500,1500,1500
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),930,930,930,930,930,930
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),6.98万,7.58万,8.58万,6.98万,7.58万,8.58万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1500,1500,1500,1500,1500,1500
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),135,135,135,135,135,135
前电动机最大功率(kW),55,55,55,55,55,55
前电动机型号,TZ180XSH,TZ180XSH,TZ180XSH,TZ180XSH,TZ180XSH,TZ180XSH
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,-,-,○,-,-,-
前排座椅功能,-,-,-,-,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,○,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●,●
三电首任车主质保政策,,,,,,
三电系统质保,,,,,,
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C最大充电功率,,,,,,
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,-,●,●,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,305,305,405,305,305,405
CLTC纯电续航里程(km)_x,305,305,405,305,305,405
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
