Feature,1018008,1018009,1018010,1018011,1018012,1018013,1018014,1018015
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
最高车速(km/h),80,80,80,80,80,80,80,80
最小转弯半径(m),7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
最小离地间隙(mm),160,155,155,155,160,160,160,160
最大载重质量(kg),1695,1420,1150,1170,-,-,-,-
最大爬坡度(%),25,25,25,25,25,25,25,25
最大满载质量(kg),3495,3495,3495,3495,3495,3495,3495,3495
最大扭矩(N·m),256,256,256,256,256,256,256,256
最大功率(kW),85,85,85,85,85,85,85,85
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),1670,1945,2215,2195,1670,1945,2215,2195
接近角(°),35,35,35,35,35,35,35,35
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
快充接口位置,车正前,车正前,车正前,车正前,车正前,车正前,车正前,车正前
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1820,1920,1920,1920,1820,1830,1830,1830
官方0-50km/h加速(s),10,10,10,10,10,10,10,10
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1412,1412,1412,1412,1412,1412,1412,1412
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),256,256,256,256,256,256,256,256
后电动机最大功率(kW),85,85,85,85,85,85,85,85
后电动机型号,TZ180XS124,TZ180XS124,TZ180XS124,TZ180XS124,TZ180XS124,TZ180XS124,TZ180XS124,TZ180XS124
后电动机品牌,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,12635,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),17.68万,17.88万,18.38万,18.68万,17.68万,17.78万,18.28万,18.58万
厂商,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1480,1480,1480,1480,1480,1480,1480,1480
前轮胎规格,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03
上坡辅助,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ETC装置,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,-,260,260,260,-,260,260,260
CLTC纯电续航里程(km)_x,-,260,260,260,-,260,260,260
ABS防抱死,●,●,●,●,●,●,●,●
