Feature,55276,55441
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,插电式混合动力,插电式混合动力
灯光特色功能,,
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),180,180
最大马力(Ps),156,156
最大满载质量(kg),2063,2063
最大扭矩转速(rpm),1750-4000,1750-4000
最大扭矩(N·m)_y,230,230
最大扭矩(N·m)_x,510,510
最大功率转速(rpm),5500,5500
最大功率(kW)_y,115,115
最大功率(kW)_x,240,240
最大净功率(kW),108,108
最低荷电状态油耗(L/100km),4.8,4.8
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,-,-
整备质量(kg),1656,1656
整体主动转向系统,-,-
接近角(°),21,21
排量(mL),1498,1498
换挡形式,,
挡位个数,3,3
扬声器数量,,
扬声器品牌名称,,-
手机无线充电功能,-,-
手机互联/映射,,
手机APP远程功能,,
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,,
感应后备厢,●,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
快充功能,-,-
座椅材质,,
座位数(个),5,5
并线辅助,-,-
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1848,1848
官方0-100km/h加速(s),6.8,6.8
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
地图品牌,,
四驱形式,-,-
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),1570,1570
后轮胎规格,225/60 R18,225/60 R18
后排独立空调,-,-
后排液晶屏幕,-,-
后排杯架,●,●
后排控制多媒体,-,-
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,-,-
后排侧窗遮阳帘,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架功能,-,-
可加热喷水嘴,-,-
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,3挡DHT,3挡DHT
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,SQRE4T15C,SQRE4T15C
发动机启停技术,-,-
发动机,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),16.28万,15.28万
厂商,星途,星途
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1570,1570
前轮胎规格,225/60 R18,225/60 R18
前排座椅功能,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,-
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,-,-
供油方式,多点电喷,多点电喷
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,2022.03,2022.03
上坡辅助,●,●
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),1.76,1.76
USB/Type-C接口数量,,
OTA升级,●,●
NEDC综合油耗(L/100km),1,1
NEDC纯电续航里程(km)_y,105,105
NEDC纯电续航里程(km)_x,105,105
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
AR实景导航,●,-
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,-
