Feature,65665,65739,65821,65823,67688,69132,69133,69134,69135,69382,71914
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,,,,,
满载最小离地间隙(mm),216,216,216,216,210,216,216,216,216,210,216
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
涉水感应系统,○,○,○,○,-,○,○,○,○,-,○
油箱容积(L),90,90,90,90,90,90,90,90,90,90,90
气缸数(个),6,6,6,6,8,6,6,6,6,8,6
气缸排列形式,L,L,L,L,V,L,L,L,L,V,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),225,242,242,242,290,225,242,242,242,290,242
最小转弯半径(m),6.27,6.27,6.27,6.27,5.47,6.265,6.265,6.265,5.475,5.47,6.265
最大马力(Ps),360,400,400,400,635,360,400,400,400,635,400
最大满载质量(kg),3220,3220,3220,3220,3250,3220,3220,3220,3220,3250,3220
最大涉水深度(mm),900,900,900,900,900,900,900,900,900,900,900
最大扭矩转速(rpm),1570-5000,2000-5000,2000-5000,2000-5000,1800-5855,1570-5000,2000-5000,2000-5000,2000-5000,1800-5855,2000-5000
最大扭矩(N·m)_y,500,550,550,550,750,500,550,550,550,750,550
最大扭矩(N·m)_x,500,550,550,550,750,500,550,550,550,750,550
最大功率转速(rpm),5500-6500,5500-6500,5500-6500,5500-6500,6000-7000,5500-6500,5500-6500,5500-6500,5500-6500,6000-7000,5500-6500
最大功率(kW)_y,265,294,294,294,467,265,294,294,294,467,294
最大功率(kW)_x,265,294,294,294,467,265,294,294,294,467,294
最大净功率(kW),265,294,294,294,-,265,294,294,294,-,294
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,●,●,○,○
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),2495,2505,2560,2505,2635,2525,2550,2550,2605,2635,2550
整体主动转向系统,-,-,●,-,●,-,-,-,●,●,-
摄像头数量,,,,,,,,,,,
接近角(°),26.1,22.5,22.5,22.5,18.3,26.1,22.5,22.5,22.5,18.3,22.5
排量(mL),2996,2996,2996,2996,4395,2996,2996,2996,2996,4395,2996
换挡形式,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,
感应后备厢,○,○,○,○,●,○,○,○,○,●,○
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047
官方0-100km/h加速(s),6,5.7,5.7,5.7,3.8,6,5.5,5.5,5.5,3.8,5.5
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,,-,-,-,-,,-
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,
四驱形式,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1704,1704,1704,1704,-,1704,1704,1704,1704,-,1704
后轮胎规格,,,,,,,,,,,
后方碰撞预警,○,●,●,●,●,○,●,●,●,●,●
后排独立空调,-,●,●,-,●,○,○,●,●,●,○
后排液晶屏幕尺寸,,,,,-,,,,,-,
后排液晶屏幕,,,,,-,,,,,-,
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,○,○,○,○,-,○,○,○,○,-,○
后排座椅电动放倒,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),835-1860,835-1860,835-1860,835-1860,835-1860,835-1860,835-1860,835-1860,835-1860,835-1860,835-1860
后制动器类型,,,,,,,,,,,
可变悬架功能,,,,,,,,,,,
可加热喷水嘴,○,○,○,○,○,○,○,○,○,○,○
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,PT306,PT306,PT306,PT306,N63B44E,PT306,PT306,PT306,PT306,N63B44E,PT306
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,3.0T 360马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,4.4T 635马力 V8,3.0T 360马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,3.0T 400马力 L6,4.4T 635马力 V8,3.0T 400马力 L6
压缩比,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),96.80万,117.80万,130.80万,106.80万,243.80万,95.00万,105.00万,116.00万,129.00万,218.00万,106.80万
厂商,路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口),路虎(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1702,1702,1702,1702,-,1702,1702,1702,1702,-,1702
前轮胎规格,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,
前排座椅功能,,,,,,,,,,,
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速四驱,○,○,●,○,●,○,○,○,●,●,○
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●,●,●,●
中央差速器结构,,,,,,,,,,,
上市时间,2023.11,2023.11,2023.11,2023.11,2024.04,2024.11,2024.11,2024.11,2024.11,2025.04,2025.02
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.71,9.58,9.72,9.58,11.79,9.66,9.75,9.75,9.75,11.79,9.75
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,●,●,○,●,○,○,●,●,●,○
ETC装置,○,○,○,○,-,○,○,○,○,-,○
DOW开门预警,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
220V/230V电源,○,○,○,○,-,○,○,○,○,-,○
