Feature,57574,57575,57582,59700,59705,60211,60212,63321,65019,69361,69362,69669
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合扭矩(N·m),-,-,545,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,180,-,-,-,-,-,-,-,-,-
系统综合功率(Ps),-,-,245,-,-,-,-,-,-,-,-,-
简称,8挡手自一体,7挡湿式双离合,3挡DHT,7挡湿式双离合,8挡手自一体,7挡湿式双离合,7挡湿式双离合,8挡手自一体,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),132,147,147,147,132,146,146,123,134,146,147,146
空调温度控制方式,,,,,,,,,,,,
离去角(°),17,18,18,18,17,15,15,18,18,15,18,15
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,1.82,-,-,-,-,-,-,-,-,-
电池类型,-,-,,-,-,-,-,-,-,-,-,-
电池冷却方式,-,-,液冷,-,-,-,-,-,-,-,-,-
电机类型,-,-,永磁/同步,-,-,-,-,-,-,-,-,-
电机布局,-,-,前置,-,-,-,-,-,-,-,-,-
电动机总马力(Ps),-,-,136,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,320,-,-,-,-,-,-,-,-,-
电动机总功率(kW),-,-,100,-,-,-,-,-,-,-,-,-
电动机(Ps),-,-,136,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,-,,-,,,,-
电动后备厢,-,-,-,-,-,-,-,-,-,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,92号,95号,95号,92号,92号,95号,95号,92号,95号,92号
灯光特色功能,,,-,-,,-,-,-,-,-,-,-
满载最小离地间隙(mm),117,120,120,120,117,120,120,114,112,120,120,120
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,
油箱容积(L),50,50,50,50,50,50,50,50,50,50,50,50
气缸数(个),4,4,3,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,-,,-,-,,,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),250,215,195,215,250,205,205,250,250,205,215,205
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),265,254,150,254,265,181,181,350,350,181,254,181
最大满载质量(kg),2100,1980,2100,1980,2100,1930,1930,2100,2100,1930,1980,1930
最大扭矩转速(rpm),2000-4000,1800-4800,2500-4000,1800-4800,2000-4000,2000-3500,2000-3500,3000-5000,3000-5000,2000-3500,1800-4800,2000-3500
最大扭矩(N·m)_y,380,350,225,350,380,290,290,450,450,290,350,290
最大扭矩(N·m)_x,380,350,545,350,380,290,290,450,450,290,350,290
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,6000,6000,5500,5500,5500
最大功率(kW)_y,195,187,110,187,195,133,133,257,257,133,187,133
最大功率(kW)_x,195,187,180,187,195,133,133,257,257,133,187,133
最大净功率(kW),195,187,108,187,195,128,128,250,250,128,187,128
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,●,●,-,●,●,●,●,●,●,●,●,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,-,-,,,
整备质量(kg),1645,1560,1650,1560,1645,1512,1512,1495,1645,1512,1560,1512
摄像头数量,,,,,,,,,,,,
接近角(°),12,14,14,14,13,13,13,12,12,13,14,13
排量(mL),1969,1969,1480,1969,1969,1499,1499,1969,1969,1499,1969,1499
换挡形式,,,,,,,,,,,,
挡位个数,8,7,3,7,8,7,7,8,8,7,7,7
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,,,,,,-,,-,,,,-
手机无线充电功能,,,,,,-,,,,,,-
手机无线充电功率,-,-,-,-,-,-,-,-,-,,,-
手机互联/映射,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,-,●,●,●
并线辅助,●,●,●,●,●,-,●,-,-,●,●,-
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1843,1843,1843,1843,1843,1843,1843,1877,1843,1843,1843,1843
官方0-100km/h加速(s),5.7,6.9,7.2,6.9,5.7,-,-,-,4.89,-,6.9,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,-,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,,,,,,,,,,
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,-,,,
地图品牌,-,-,-,-,-,-,-,-,-,,,
四驱形式,,-,-,-,,-,-,-,,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1587,1597,1597,1597,1587,1597,1597,1587,1587,1597,1597,1597
后轮胎规格,,,,,,,,,,,,
后方碰撞预警,●,●,●,●,●,-,●,-,-,●,●,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,-,●,-,-,●,●,●
后排座椅放倒形式,,,,,,,,-,,,,
后排侧隐私玻璃,●,●,●,●,●,-,●,-,●,●,●,-
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),414,414,367,414,414,414,414,482,414,405,405,405
后制动器类型,,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,-,●,●,●
变速箱类型,手自一体变速箱(AT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡手自一体,7挡湿式双离合,3挡DHT,7挡湿式双离合,8挡手自一体,7挡湿式双离合,7挡湿式双离合,8挡手自一体,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JLH-4G20TDH,JLH-4G20TDC,DHE15-ESZ,JLH-4G20TDC,JLH-4G20TDH,BHE15-EFZ,BHE15-EFZ,B4204L43,B4204L43,BHE15-EFZ,JLH-4G20TDC,BHE15-EFZ
发动机启停技术,-,●,-,●,-,●,●,-,-,-,●,-
发动机,2.0T 265马力 L4,2.0T 254马力 L4,1.5T 150马力 L3,2.0T 254马力 L4,2.0T 265马力 L4,1.5T 181马力 L4,1.5T 181马力 L4,2.0T 350马力 L4,2.0T 350马力 L4,1.5T 181马力 L4,2.0T 254马力 L4,1.5T 181马力 L4
厂商指导价(元),21.88万,16.68万,15.98万,15.68万,18.88万,12.78万,13.98万,42.03万,28.58万,13.98万,15.68万,12.78万
厂商,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克,领克
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1587,1597,1597,1597,1587,1597,1597,1587,1587,1597,1597,1597
前轮胎规格,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,320,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,100,-,-,-,-,-,-,-,-,-
前方碰撞预警,●,●,●,●,●,-,●,-,-,●,●,-
前方感知摄像头,-,-,-,-,-,-,-,-,-,,,-
前排座椅功能,,,,,,-,,-,,,,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,-,●,-,-,●,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,●,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,-,●,-,-,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,,-,-,-
上市时间,2022.10,2022.09,2022.09,2022.09,2022.10,2022.10,2022.10,2023.10,2023.10,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8,6.8,4.5,6.8,8,6.2,6.2,8.6,8.9,6.35,6.8,6.35
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,-,●,●,●,●
HUD抬头数字显示,-,●,-,-,-,-,-,-,-,-,-,-
DOW开门预警,●,●,●,●,●,-,●,-,-,●,●,-
AR实景导航,●,●,-,-,○,-,-,-,●,○,○,-
AR-HUD增强现实抬头显示,●,-,-,-,○,-,-,-,●,○,○,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
