Feature,70658,70935,71051,71841
全液晶仪表盘,-,-,-,-
供油方式,-,-,-,-
主座椅调节方式,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,-,-,-,-
中控屏幕尺寸,-,-,-,-
上市时间,-,-,-,-
WLTC综合油耗(L/100km),-,-,0.25,-
WLTC纯电续航里程(km)_y,-,-,272,-
WLTC纯电续航里程(km)_x,-,-,272,-
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
CLTC纯电续航里程(km)_y,702,622,-,-
CLTC纯电续航里程(km)_x,702,622,-,-
ABS防抱死,-,-,-,-
