Feature,1005260,1005261,1005262,1005263,1005714,1005715,1005716,1005717,1005718,1005719,1005720,1005721,1006972,1006973
车型名称,雄师F16 2017款 2.4L汽油两驱豪华型国五长厢4G69,雄师F16 2017款 2.4L汽油两驱豪华型国五4G69,雄师F16 2017款 2.2L汽油两驱实用型国五长厢V22,雄师F16 2017款 2.2L汽油两驱实用型国五V22,雄师F16 2017款 2.8T柴油两驱进取型国五4B28V16,雄师F16 2017款 2.8T柴油两驱进取型国五长厢4B28V16,雄师F16 2017款 2.2L汽油两驱新内饰国五V22,雄师F16 2017款 2.2L汽油两驱新内饰国五长厢V22,雄师F16 2017款 2.4L汽油两驱新内饰豪华型国五4G69,雄师F16 2017款 2.4L汽油两驱新内饰豪华型国五长厢4G69,雄师F16 2017款 2.4L汽油四驱新内饰豪华型国五4G69,雄师F16 2017款 2.4L汽油四驱新内饰豪华型国五长厢4G69,雄师F16 2018款 2.8T柴油四驱进取型标双CA4D28C5-1B,雄师F16 2018款 2.8T柴油四驱进取型大双CA4D28C5-1B
车前雾灯,,,,,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
环保标准_x,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,0号,0号,92号,92号,92号,92号,92号,92号,0号,0号
燃料形式,汽油,汽油,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,柴油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,-,-,-,-,70,70,70,70,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,120,120,125,125,125,125,125,125,-,-
最小离地间隙(mm),215,215,215,215,215,215,215,215,215,215,215,215,200,200
最大马力(Ps),136,136,112,112,102,102,112,112,136,136,136,136,109,109
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),2500-3000,2500-3000,2400-3600,2400-3600,1600-2800,1600-2800,2400-3600,2400-3600,2500-3000,2500-3000,2500-3000,2500-3000,-,-
最大扭矩(N·m)_y,200,200,198,198,250,250,198,198,200,200,200,200,230,230
最大扭矩(N·m)_x,200,200,198,198,250,250,198,198,200,200,200,200,230,230
最大功率转速(rpm),5250,5250,4600,4600,3200,3200,4600,4600,5250,5250,5250,5250,-,-
最大功率(kW)_y,100,100,82,82,75,75,82,82,100,100,100,100,80,80
最大功率(kW)_x,100,100,82,82,75,75,82,82,100,100,100,100,80,80
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,,,,,,,,,,
整车质保,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,-,-
整备质量(kg)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg)_x,-,-,-,-,1615,1625,1460,1510,1558,1590,1675,1690,-,-
排量(mL),2378,2378,2237,2237,2835,2835,2237,2237,2378,2378,2378,2378,-,-
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,5
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760,1760
安全带未系提醒,-,-,-,-,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,-,-
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1470,1470,1466,1466,1466,1466,1466,1466,1470,1470,1470,1470,1470,1470
后轮胎规格,235/70 R16,235/70 R16,215/75 R15,215/75 R15,235/75 R15,235/75 R15,215/75 R15,215/75 R15,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,盘式,盘式,鼓式,鼓式,盘式,盘式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,4G69,4G69,V22,V22,4B28V16,4B28V16,V22,V22,4G69,4G69,4G69,4G69,CA4D28C5-1B,CA4D28C5-1B
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.4L 136马力 L4,2.4L 136马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.8T 102马力 L4,2.8T 102马力 L4,2.2L 112马力 L4,2.2L 112马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.4L 136马力 L4,2.8T 109马力 L4,2.8T 109马力 L4
压缩比,9.8,9.8,9.6,9.6,17.5,17.5,9.6,9.6,9.8,9.8,9.8,9.8,17.2,17.2
厂商指导价(元),7.68万,7.58万,5.68万,5.58万,6.98万,7.18万,5.88万,6.08万,7.18万,7.38万,8.58万,8.78万,8.98万,9.18万
厂商,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车,福迪汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1460,1450,1450,1450,1450,1450,1450,1450,1450,1460,1450,1460,1460,1460
前轮胎规格,235/70 R16,235/70 R16,215/75 R15,215/75 R15,235/75 R15,235/75 R15,215/75 R15,215/75 R15,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16,235/70 R16
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2017.03,2017.03,2017.03,2017.03,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2017.11,2018.11,2018.11
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-,-,-,●,●,●,●,●,●
