Feature,62364,62365,62726,64350,64351,64723,64727
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,
离去角(°),20,20,20,20,20,20,20
百公里耗电量(kWh/100km),-,-,-,12.5,12.5,-,-
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,,,,,,-,
电池预加热,●,●,●,-,-,-,●
电池能量(kWh),54.6,54.6,54.6,44.506,44.506,-,57.2
电池类型,,,,,,,
电池慢充时间(小时)_y,11,11,11,8,8,-,11
电池慢充时间(小时)_x,11,11,11,8,8,-,11
电池快充电量范围(%)_y,80,80,80,80,80,-,80
电池快充电量范围(%)_x,80,80,80,80,80,-,80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,-,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,-,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),210,210,210,210,210,210,210
电动机总功率(kW),110,110,110,110,110,110,110
电动机总功率(Ps),150,150,150,150,150,150,150
电动机(Ps),150,150,150,150,150,150,150
电动座椅记忆功能,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
最高车速(km/h),145,145,145,145,145,145,145
最大满载质量(kg),-,-,-,1895,1895,-,2033
最大扭矩(N·m),210,210,210,210,210,210,210
最大功率(kW),110,110,110,110,110,110,110
无钥匙进入功能,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),-,-,-,1520,1520,1635,1650
接近角(°),16,16,16,16,16,16,16
换电,不支持,不支持,不支持,不支持,不支持,支持,不支持
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,-,,,-,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,不支持,支持
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),1790,1790,1790,1790,1790,1790,1790
官方0-100km/h加速(s),-,-,-,12,12,-,-
安全带未系提醒,,,,,,,
天窗类型,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,●
多媒体/充电接口,,,,,,,
多功能方向盘,-,●,●,-,-,●,●
外后视镜功能,,,,,,,
备胎规格,,,,,,,
备胎放置方式,-,-,-,-,-,,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1545,1545,1545,1545,1545,1545,1545
后轮胎规格,,,,,,,
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),400,400,400,400,400,400,400
后制动器类型,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.29万,16.29万,16.89万,15.09万,15.59万,16.99万,16.59万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,-,-,-,-,●,●,-
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1540,1540,1540,1540,1540,1540,1540
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),210,210,210,210,210,210,210
前电动机最大功率(kW),110,110,110,110,110,110,110
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,●,-,-,-,-
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,-,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,-,,,-
中控屏幕尺寸,-,,,-,,,-
上市时间,2023.04,2023.04,2023.04,2023.08,2023.08,2023.09,2023.09
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
USB/Type-C接口数量,,,,,,,
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,430,430,430,410,410,430,450
CLTC纯电续航里程(km)_x,430,430,430,410,410,430,450
ABS防抱死,●,●,●,●,●,●,●
