Feature,61569,61633,61634,61635,61636,61637,61638,62375,63689,63716,63718
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),195,195,195,195,195,195,195,195,195,195,195
最大马力(Ps),224,224,224,224,224,224,224,224,224,224,224
最大满载质量(kg),2375,2375,2375,2375,2375,2375,2375,2145,2375,2375,2375
最大扭矩转速(rpm),3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
最大扭矩(N·m)_y,360,360,360,360,360,360,360,360,360,360,360
最大扭矩(N·m)_x,360,360,360,360,360,360,360,360,360,360,360
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,165,165,165,165,165,165,165,165,165,165,165
最大功率(kW)_x,165,165,165,165,165,165,165,165,165,165,165
最大净功率(kW),163,163,163,163,163,163,163,163,163,163,163
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,●,-,-,-,●,●,●,-,●,●,●
方向盘位置调节,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1830,1830,1830,1830,1830,1830,1830,1750,1830,1830,1830
接近角(°),20,20,20,20,20,20,20,20,20,20,20
排量(mL),1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997
换挡形式,,,,,,,,,,,
挡位个数,6,6,6,6,6,6,6,6,6,6,6
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,,,,-,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
感应雨刷功能,,-,,,,,,,,,
感应后备厢,●,-,-,-,-,-,●,-,-,●,-
座椅材质,,,,,,,,,,,
座椅布局,,,,,,,,-,,,
座位数(个),7,6,7,7,7,7,7,5,7,7,7
并线辅助,●,-,-,-,-,-,●,-,-,●,-
巡航系统,,-,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,-,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635
后轮胎规格,245/45 R20,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,245/45 R20,235/50 R19,245/45 R20,245/45 R20,245/45 R20
后方碰撞预警,●,-,-,-,-,-,●,-,-,●,-
后排独立空调,●,-,●,●,●,●,●,-,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后排侧隐私玻璃,●,-,-,-,●,●,●,-,●,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合,6挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L,ECOBOOST4G20D6L
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4
压缩比,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
厂商指导价(元),22.18万,17.38万,18.98万,19.18万,19.83万,20.03万,21.98万,18.58万,20.18万,22.18万,19.98万
厂商,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特,江铃福特
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635
前轮胎规格,245/45 R20,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,245/45 R20,235/50 R19,245/45 R20,245/45 R20,245/45 R20
前方碰撞预警,●,-,-,-,●,●,●,-,●,●,●
前排座椅功能,,-,-,-,,,,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,-,-,-,●,●,●,-,●,●,●
倒车车侧预警系统,●,-,-,-,-,-,●,-,-,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动闭合式进气格栅,●,-,-,-,-,-,●,-,-,●,-
主动刹车/主动安全系统,●,-,-,-,●,●,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.04,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.2,9.2,9.2,9.2,9.2,9.2,9.2,-,9.2,9.2,9.2
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),8.3,8.3,8.3,8.3,8.3,8.3,8.3,8,8.3,8.3,8.3
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,-,●,-,-,●,-
AR实景导航,●,-,-,-,-,-,●,-,-,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
