Feature,67423,68995,68997,68998,68999
自适应远近光,●,●,○,○,-
自动驻车,●,●,●,●,●
自动泊车入位,●,-,-,-,-
自动头灯,●,●,●,●,●
能量回收系统,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,
空调温度控制方式,,,,,
离去角(°),20,20,20,20,20
百公里耗电量(kWh/100km),12.1,12.1,11.9,12.1,11.9
疲劳驾驶提示,-,-,-,-,-
电芯品牌,,,,,
电能当量燃料消耗量(L/100km),1.37,1.37,1.35,1.37,1.35
电池预加热,●,●,●,●,●
电池能量(kWh),60.22,60.22,49.52,60.22,49.52
电池类型,,,,,
电池特有技术,神盾短刀电池,神盾短刀电池,神盾短刀电池,神盾短刀电池,神盾短刀电池
电池慢充电量范围(%)_y,10-100,10-100,10-100,10-100,10-100
电池慢充电量范围(%)_x,10-100,10-100,10-100,10-100,10-100
电池慢充时间(小时)_y,9,9,7.5,9,7.5
电池慢充时间(小时)_x,9,9,7.5,9,7.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.33,0.33,0.33,0.33,0.33
电池快充时间(小时)_x,0.33,0.33,0.33,0.33,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总马力(Ps),218,218,218,218,218
电动机总扭矩(N·m),320,320,320,320,320
电动机总功率(kW),160,160,160,160,160
电动机(Ps),218,218,218,218,218
电动座椅记忆功能,,-,-,-,-
电动后备厢位置记忆,●,●,-,-,-
电动后备厢,●,●,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
最高车速(km/h),180,180,180,180,180
最大满载质量(kg),2140,2140,2028,2140,2028
最大扭矩(N·m),320,320,320,320,320
最大功率(kW),160,160,160,160,160
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1740,1699,1630,1655,1615
摄像头数量,,,,,
接近角(°),16,16,16,16,16
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,-,-
手机无线充电功率,,,,-,-
手机互联/映射,,,,,
手机APP远程功能,,,,,
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,,,-,-,-
快充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),,,,,
并线辅助,●,●,-,-,-
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
宽度(mm),1901,1901,1901,1901,1901
实测续航里程(km),469.5,-,-,-,-
实测电池快充电量范围(%),30-80,-,-,-,-
实测快充时间(小时),0.53,-,-,-,-
实测平均电耗(kWh/100km),14,-,-,-,-
实测100-0km/h制动(m),38.41,-,-,-,-
实测0-100km/h加速(s),6.91,-,-,-,-
官方0-100km/h加速(s),6.9,6.9,6.9,6.9,6.9
安全带未系提醒,,,,,
天窗类型,,,,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
哨兵模式/千里眼,●,●,●,●,●
后雨刷,●,●,●,●,●
后轮距(mm),1611,1621,1621,1621,1621
后轮胎规格,,,,,
后方碰撞预警,●,●,-,-,-
后排独立空调,-,-,-,-,-
后排杯架,●,●,-,-,-
后排座椅放倒形式,,,,,
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),461-1877,461-1877,461-1877,461-1877,461-1877
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),14.58万,13.58万,11.98万,12.58万,10.98万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1620,1630,1630,1630,1630
前轮胎规格,,,,,
前电动机最大扭矩(N·m),320,320,320,320,320
前电动机最大功率(kW),160,160,160,160,160
前电动机型号,TZ184XY101,TZ184XY101,TZ184XY101,TZ184XY101,TZ184XY101
前电动机品牌,无锡星驱动力,无锡星驱动力,无锡星驱动力,无锡星驱动力,无锡星驱动力
前方碰撞预警,●,●,○,○,-
前方感知摄像头,,,,,-
前排座椅功能,,,,,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,-,-,-
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,-,-,-
主动刹车/主动安全系统,●,●,○,○,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
上市时间,2024.08,2024.08,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●
三电首任车主质保政策,,,,,
Wi-Fi热点,●,●,●,●,●
WANOS全景声,○,○,○,○,-
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,○,-,-,-
DOW开门预警,●,●,-,-,-
CLTC纯电续航里程(km)_y,530,530,440,530,440
CLTC纯电续航里程(km)_x,530,530,440,530,440
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
