Feature,68740,69577,70579,70580,70581,70582,70585
电池能量(kWh),39.05,94.53,39.05,94.53,94.53,94.53,94.53
电池类型,,,,,,,
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,7,11,7,11,11,11,11
电池慢充时间(小时)_x,7,11,7,11,11,11,11
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.25,0.33,0.25,0.33,0.33,0.33,0.33
电池快充时间(小时)_x,0.25,0.33,0.25,0.33,0.33,0.33,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步
电机布局,后置,前置+后置,后置,后置,前置+后置,前置+后置,前置+后置
电子外后视镜显示屏,,,,,,,
电子外后视镜功能,,,,,,,
电动机总马力(Ps),314,547,314,322,547,547,547
电动机总扭矩(N·m),367,687,367,396,687,687,687
电动机总功率(kW),231,402,231,237,402,402,402
电动机(Ps),314,547,314,322,547,547,547
电动扰流板,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,
电动吸合车门,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
环保标准_y,国VI,-,国VI,-,-,-,-
环保标准_x,国VI,-,国VI,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,-,92号,-,-,-,-
热泵空调,-,●,-,●,●,●,●
激光雷达线数,,,,,,,
激光雷达点云数量,,,,,,,
激光雷达数量,,,,,,,
激光雷达品牌,,,,,,,
激光雷达10%反射率探测距离,,,,,,,
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),45,-,45,-,-,-,-
油电综合燃料消耗量(L/100km),2.75,-,2.75,-,-,-,-
气缸数(个),4,-,4,-,-,-,-
气缸排列形式,L,-,L,-,-,-,-
毫米波雷达数量,,,,,,,
每缸气门数(个),4,-,4,-,-,-,-
模拟声浪,●,●,●,●,●,●,●
最高车速(km/h),190,220,190,215,220,220,220
最小转弯半径(m),6.25,6.25,6.25,6.25,6.25,6.25,6.25
最大马力(Ps),156,-,156,-,-,-,-
最大满载质量(kg),2710,2765,2710,2625,2765,2765,2765
最大扭矩转速(rpm),-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-,-,-
最大扭矩(N·m)_x,367,687,367,396,687,687,687
最大功率转速(rpm),-,-,-,-,-,-,-
最大功率(kW)_y,115,-,115,-,-,-,-
最大功率(kW)_x,231,402,231,237,402,402,402
最大净功率(kW),110,-,110,-,-,-,-
最低荷电状态油耗(L/100km)WLTC,5.8,-,5.8,-,-,-,-
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●
方向盘离手检测,●,●,●,●,●,●,●
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2255,2365,2255,2225,2365,2365,2365
摄像头数量,,,,,,,
接近角(°),15,13,15,15,15,13,15
排量(mL),1497,-,1497,-,-,-,-
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,,,,,
手机无线充电功率,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
手势控制,●,●,●,●,●,●,●
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持
循迹倒车,●,●,●,●,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
应用商店,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3,3.3,3.3
宽度(mm),1999,1999,1999,1999,1999,1999,1999
官方0-100km/h加速(s),6.7,3.8,6.7,6.1,3.8,3.8,3.8
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多指飞屏操控,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外观套件,-,,-,,,,
外后视镜功能,,-,,,,-,
备胎规格,,,,,,,
地图品牌,,,,,,,
四驱形式,-,,-,-,,,
哨兵模式/千里眼,●,●,●,●,●,●,●
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1702,1702,1702,1702,1702,1702,1702
后轮胎规格,,,,,,,
后电动机最大扭矩(N·m),367,396,367,396,396,396,396
后电动机最大功率(kW),231,237,231,237,237,237,237
后电动机型号,ATDM01,TZ210XYA02,ATDM01,TZ210XYA02,TZ210XYA02,TZ210XYA02,TZ210XYA02
后电动机品牌,-,华为,-,华为,华为,华为,华为
后方碰撞预警,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕尺寸,,,,,,,
后排液晶屏幕,,,,,,,
后排杯架,●,●,●,●,●,●,●
后排控制多媒体,●,●,-,-,●,●,-
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),425,425,425,425,425,425,425
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
可变悬架功能,,,-,-,,,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机布局,横置,-,横置,-,-,-,-
发动机型号,JL469ZQ1,-,JL469ZQ1,-,-,-,-
发动机,1.5T 156马力 L4,纯电动,1.5T 156马力 L4,纯电动,纯电动,纯电动,纯电动
厂商指导价(元),29.99万,42.99万,26.99万,28.99万,32.99万,36.99万,30.99万
厂商,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技,阿维塔科技
卫星导航系统,●,●,●,●,●,●,●
匝道自动驶出(入),●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,
前轮距(mm),1688,1688,1688,1688,1688,1688,1688
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),-,291,-,-,291,291,291
前电动机最大功率(kW),-,165,-,-,165,165,165
前电动机型号,-,YS210XYA01,-,-,YS210XYA01,YS210XYA01,YS210XYA01
前电动机品牌,-,华为,-,-,华为,华为,华为
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前备厢容积(L),-,65,-,65,65,65,65
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
光感天幕,-,●,-,-,-,-,-
倒车车侧预警系统,●,●,●,●,●,●,●
信号灯识别,●,●,●,●,●,●,●
侧窗多层隔音玻璃,,,,,,,
供油方式,直喷,-,直喷,-,-,-,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
中控屏幕像素密度,,,,,,,
上市时间,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),0.53,-,0.53,-,-,-,-
WLTC纯电续航里程(km)_y,201,-,201,-,-,-,-
WLTC纯电续航里程(km)_x,201,-,201,-,-,-,-
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●
CLTC综合续航(km),1155,-,1155,-,-,-,-
CLTC纯电续航里程(km)_y,245,705,245,755,705,705,705
CLTC纯电续航里程(km)_x,245,705,245,755,705,705,705
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
