Feature,64199,65488,65489,66162,66502,66526,66537,66538,71240,71241,71242,71243,71244,71245,71246,71247
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,,
语音连续识别,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
被动行人保护,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,,
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,
油箱容积(L),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),225,250,250,246,250,250,225,246,225,225,250,250,246,246,250,250
最大马力(Ps),190,258,258,258,258,258,190,258,190,190,258,258,258,258,258,258
最大满载质量(kg),2390,2410,2410,2450,2410,2410,2390,2450,2390,2390,2410,2410,2450,2450,2410,2410
最大扭矩转速(rpm),1500-4000,1600-4500,1600-4500,1600-4500,1600-4500,1600-4500,1500-4000,1600-4500,1500-4000,1500-4000,1600-4500,1600-4500,1600-4500,1600-4500,1600-4500,1600-4500
最大扭矩(N·m)_y,310,400,400,400,400,400,310,400,310,310,400,400,400,400,400,400
最大扭矩(N·m)_x,310,400,400,400,400,400,310,400,310,310,400,400,400,400,400,400
最大功率转速(rpm),5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
最大功率(kW)_y,140,190,190,190,190,190,140,190,140,140,190,190,190,190,190,190
最大功率(kW)_x,140,190,190,190,190,190,140,190,140,140,190,190,190,190,190,190
最大净功率(kW),140,190,190,190,190,190,140,190,140,140,190,190,190,190,190,190
星空天窗,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
无钥匙进入功能,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●
方向盘离手检测,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
方向盘材质,,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,
整备质量(kg),1790,1808,1823,1866,1823,1823,1790,1866,1790,1790,1823,1823,1866,1866,1823,1808
摄像头数量,,,,,,,,,,,,,,,,
接近角(°),16,16,18,18,18,16,18,16,18,16,18,16,18,16,18,16
排量(mL),1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998
换挡形式,,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,
手势控制,○,○,○,○,○,○,○,○,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,,,,,,
感应后备厢,○,●,●,●,●,●,○,●,○,○,●,●,●,●,●,●
循迹倒车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
实测油耗(L/100km),-,9.19,-,-,-,-,-,-,-,-,-,-,-,-,-,9.19
实测100-0km/h制动(m),-,38.89,-,-,-,-,-,-,-,-,-,-,-,-,-,38.89
实测0-100km/h加速(s),-,6.18,-,-,-,-,-,-,-,-,-,-,-,-,-,6.18
官方0-100km/h加速(s),8.2,6.5,6.5,6.5,6.5,6.5,8.2,6.5,8.2,8.2,6.5,6.5,6.5,6.5,6.5,6.5
安全带未系提醒,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,-,-,-,,-,,-,,-,,-,,-,
外后视镜功能,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,
四驱形式,-,-,-,,-,-,-,,-,-,-,-,,,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1657,1623,1623,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657,1623,1623
后轮胎规格,,,,,,,,,,,,,,,,
后排独立空调,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
后排液晶屏幕尺寸,-,,,-,-,-,-,-,-,-,-,-,-,-,,
后排液晶屏幕,-,,,-,-,-,-,-,-,-,-,-,-,-,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,○,○,-,-,-,-,-,-,-,-,-,-,-,○,○
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,B48B20R,B48B20T,B48B20T,B48B20T,B48B20T,B48B20T,B48B20R,B48B20T,B48B20R,B48B20R,B48B20T,B48B20T,B48B20T,B48B20T,B48B20T,B48B20T
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 190马力 L4,2.0T 258马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),43.99万,52.59万,52.59万,50.59万,48.59万,48.59万,43.99万,50.59万,43.99万,43.99万,48.59万,48.59万,50.59万,50.59万,52.59万,52.59万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,
前轮距(mm),1622,1624,1624,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1624,1624
前轮胎规格,,,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,,,,,
前排座椅功能,,,,,,,,,,,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
信号灯识别,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,
中央差速器结构,-,-,-,,-,-,-,,-,-,-,-,,,-,-
上市时间,2024.01,2024.01,2024.01,2024.04,2024.01,2024.01,2024.01,2024.04,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.5,6.8,6.8,7.0,6.8,6.8,6.5,7.0,6.5,6.5,6.8,6.8,7.0,7.0,6.8,6.8
V2X通讯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●
USB/Type-C接口数量,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
ETC装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
AR实景导航,○,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,
