Feature,64449,64450,64451,64452,64453,64454,69229
能源类型_y,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,-,-,-,-,-,-,-
第二排座椅功能,,,,,,,
空调温度控制方式,,,,,,,
空气悬架,-,○,○,○,○,●,●
离去角(°),23,23,23,23,23,23,23
疲劳驾驶提示,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),83,83,83,83,83,83,83
气缸数(个),4,4,4,6,6,6,6
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),222,222,222,250,250,250,250
最大马力(Ps),258,258,258,381,381,381,381
最大满载质量(kg),2790,2790,2790,2850,2850,2850,2850
最大扭矩转速(rpm),1600-4500,1600-4500,1600-4500,1850-5000,1850-5000,1850-5000,1850-5000
最大扭矩(N·m)_y,400,400,400,520,520,520,520
最大扭矩(N·m)_x,400,400,400,520,520,520,520
最大功率转速(rpm),5000,5000,5000,5000,5000,5000,5000
最大功率(kW)_y,190,190,190,280,280,280,280
最大功率(kW)_x,190,190,190,280,280,280,280
最大净功率(kW),190,190,190,280,280,280,280
星空天窗,○,○,○,○,○,●,●
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●
方向盘材质,,,,,,,
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,●,●
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2157,2157,2157,2271,2271,2271,2271
接近角(°),25,25,25,25,25,25,25
排量(mL),1998,1998,1998,2998,2998,2998,2998
换挡形式,,,,,,,
挡位个数,8,8,8,8,8,8,8
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
手势控制,○,○,○,○,○,○,-
感应雨刷功能,,,,,,,
感应后备厢,●,●,●,●,●,●,●
循迹倒车,●,●,●,●,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,●,●,●,●,●,●
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),2004,2004,2004,2004,2004,2004,2004
官方0-100km/h加速(s),7.2,7.2,7.2,5.5,5.5,5.5,5.5
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外观套件,,,,,,,
外后视镜功能,,,,,,,
备胎规格,,,,,,,
四驱形式,,,,,,,
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1694,1688,1688,1688,1688,1688,1688
后轮胎规格,,,,,,,
后排独立空调,○,○,○,●,●,●,●
后排杯架,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),2070,2070,2070,2070,2070,2070,2070
后制动器类型,,,,,,,
可变悬架功能,-,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,B48B20T,B48B20T,B48B20T,B58B30P,B58B30P,B58B30P,B58B30P
发动机启停技术,●,●,●,●,●,●,●
发动机,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,3.0T 381马力 L6,3.0T 381马力 L6,3.0T 381马力 L6,3.0T 381马力 L6
厂商指导价(元),61.50万,64.50万,64.50万,72.90万,72.90万,80.00万,83.00万
厂商,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马,华晨宝马
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1684,1680,1680,1680,1680,1680,1680
前轮胎规格,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,○,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●
信号灯识别,○,○,○,○,○,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,,,,,,,
上市时间,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2024.10
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.70,8.70,8.70,8.90,8.90,8.90,8.90
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,○,●,●,●,●,●,●
ETC装置,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
