Feature,59560,59561,59562,59563,59564,59565,60433,61169,61221,64566,64567
自动头灯,-,-,-,-,●,●,●,●,●,●,●
能量回收系统,-,-,-,-,-,-,●,●,●,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铸铁,铸铁
级别,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV
简称,6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),1挡DHT,1挡DHT,1挡DHT,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,
第三排座椅调节,-,-,-,-,-,-,,,,,
空调温度控制方式,,,,,,,,,,,
离去角(°),20,20,20,20,20,20,20,20,20,20,20
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,,,,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,,,,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,前置,前置,前置,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,320,320,320,-,-
电动机总功率(kW),-,-,-,-,-,-,130,130,130,-,-
电动机总功率(Ps),-,-,-,-,-,-,177,177,177,-,-
电动机(Ps),-,-,-,-,-,-,177,177,177,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),56,56,56,56,56,56,56,56,56,56,56
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),170,170,170,170,170,170,145,145,145,170,170
最大马力(Ps),147,147,147,147,177,177,136,136,136,177,177
最大满载质量(kg),2150,2200,2200,2200,2240,2240,2300,2300,2300,2240,2240
最大扭矩转速(rpm),2200-3400,2200-3400,2200-3400,2200-3400,1500-3500,1500-3500,-,-,-,1500-3500,1500-3500
最大扭矩(N·m)_y,250,250,250,250,290,290,175,175,175,290,290
最大扭矩(N·m)_x,250,250,250,250,290,290,-,-,-,290,290
最大功率转速(rpm),5200,5200,5200,5200,5300,5300,-,-,-,5300,5300
最大功率(kW)_y,108,108,108,108,130,130,100,100,100,130,130
最大功率(kW)_x,108,108,108,108,130,130,-,-,-,130,130
最大净功率(kW),104,104,104,104,125,125,92,92,92,125,125
无钥匙进入功能,-,-,,,,,,,-,,
无钥匙启动系统,-,-,●,●,●,●,●,●,-,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),1600,1661,1680,1730,1700,1760,1875,1845,1750,1760,1700
接近角(°),14,14,14,14,14,14,14,14,14,14,14
排量(mL),1451,1451,1451,1451,1498,1498,1999,1999,1999,1498,1498
换挡形式,,,,,,,,,,,
挡位个数,6,8,8,8,8,8,1,1,1,8,8
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,-,-,-,-,-,-,
手机APP远程功能,-,-,-,-,,,,,,,-
感应雨刷功能,-,-,-,-,,,,,,,
座椅材质,,,,,,,,,,,
座椅布局,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,
导航路况信息显示,-,-,-,-,●,●,●,●,●,●,-
宽度(mm),1880,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,-,-,-,,-,,,,-,,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,-,-,-,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,-,-,-,,
后雨刷,-,-,●,●,●,●,●,●,-,●,●
后轮距(mm),1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606
后轮胎规格,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,●,-,-,-,-
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),482-1514,482-1514,482-1514,482-1514,482-1514,482-1514,482-1514,482-1514,482-1514,482-1514,482-1514
后制动器类型,,,,,,,,,,,
变速箱类型,手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,6挡手动,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),1挡DHT,1挡DHT,1挡DHT,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,LJO,LJO,LJO,LJO,280T,280T,LJM20A,LJM20A,LJM20A,280T,280T
发动机启停技术,-,-,-,-,-,-,●,-,-,-,-
发动机,1.5T 147马力 L4,1.5T 147马力 L4,1.5T 147马力 L4,1.5T 147马力 L4,1.5T 177马力 L4,1.5T 177马力 L4,2.0L 136马力 L4,2.0L 136马力 L4,2.0L 136马力 L4,1.5T 177马力 L4,1.5T 177马力 L4
厂商指导价(元),8.58万,9.58万,10.68万,11.68万,11.58万,12.58万,14.98万,13.98万,12.98万,11.98万,10.98万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,-,-,-,-,●,●,●,●,●,●,-
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606
前轮胎规格,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,320,320,320,-,-
前电动机最大功率(kW),-,-,-,-,-,-,130,130,130,-,-
前方碰撞预警,-,-,-,●,-,●,●,-,-,-,-
前排座椅功能,-,-,-,,-,,,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,●,●,●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,●,-,●,●,-,-,-,-
主/副驾驶座电动调节,-,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
上市时间,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2023.02,2023.02,2023.02,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.51,8.69,8.69,8.69,8.3,8.3,5.9,5.9,5.9,8.3,8.3
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,-,-,-,-,●,●,●,●,●,●,-
NEDC综合油耗(L/100km),7,7.9,7.9,7.9,7.6,7.6,-,-,-,7.6,7.6
LED日间行车灯,-,-,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,,,,,,,-
