Feature,1019681,1019682,1019683,1019684,1019766,1019767,1019768,1019769,1019770,1019771
车内化妆镜,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),1525x1450x540,1525x1450x540,1765x1450x540,1765x1450x540,1765×1450×540,1765×1450×540,1765×1450×540,1765×1450×540,1525x1450x540,1765x1450x540
语音识别控制系统,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
离去角(°),25,26,25,26,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,-,-,-,-,-,-
电池能量(kWh),63,73,63,73,42,73,55,86,86,86
电池类型,,,,,,,,,,
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,前置+后置,后置,后置,前置+后置,前置+后置,后置,后置
电动机总马力(Ps),245,381,245,381,245,245,381,381,245,245
电动机总扭矩(N·m),309,485,309,485,309,309,485,485,309,309
电动机总功率(kW),180,280,180,280,180,180,280,280,180,180
电动机(Ps),245,381,245,381,245,245,381,381,245,245
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,
最高车速(km/h),160,160,160,160,160,160,160,160,160,160
最小转弯半径(m),6.1,6.1,6.5,6.5,6.5,6.5,6.5,6.5,6.1,6.5
最小离地间隙(mm),220,225,220,225,185,220,225,225,220,220
最大载重质量(kg),790,910,790,910,790,790,910,910,790,790
最大爬坡度(%),65,95,65,95,65,65,95,95,65,65
最大满载质量(kg),3085,3325,3145,3385,-,-,-,-,-,-
最大扭矩(N·m),309,485,309,485,309,309,485,485,309,309
最大功率(kW),180,280,180,280,180,180,280,280,180,180
无钥匙进入功能,,,,,-,,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),1970,2090,2030,2150,-,-,-,-,-,-
接近角(°),22,23,22,23,-,-,-,-,-,-
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,-,,-,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
对外放电,●,●,●,●,●,●,●,●,●,●
对外交流放电功率(kW),15,15,15,15,15,15,15,15,15,15
宽度(mm),1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
官方0-100km/h加速(s),8.1,5.7,8.1,5.7,8.2,7.8,6.9,5.7,7.8,7.8
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,-,,-,,,
备胎放置方式,,,,,-,,-,,,
四驱形式,-,,-,,-,-,,,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1620,1620,1620,1620,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),309,309,309,309,309,309,309,309,309,309
后电动机最大功率(kW),180,180,180,180,180,180,180,180,180,180
后电动机型号,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105,TZ190XY105
后电动机品牌,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川,苏州汇川
后排车门开启方式,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),11.98万,13.98万,12.18万,14.18万,9.98万,13.38万,11.98万,15.98万,14.98万,15.18万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),1614,1614,1614,1614,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),-,176,-,176,-,-,176,176,-,-
前电动机最大功率(kW),-,100,-,100,-,-,100,100,-,-
前电动机型号,-,TZ180XS130,-,TZ180XS130,-,-,TZ180XS130,TZ180XS130,-,-
前电动机品牌,-,苏州汇川,-,苏州汇川,-,-,苏州汇川,苏州汇川,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12,2024.12
上坡辅助,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,430,460,430,460,310,505,330,520,605,605
CLTC纯电续航里程(km)_x,430,460,430,460,310,505,330,520,605,605
ABS防抱死,●,●,●,●,●,●,●,●,●,●
