Feature,1011372,1011373,1013488,1013489,1013490,1013491,1013492
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-
整车质保,-,-,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),1190,1190,1190,1190,1190,1250,1250
排量(mL),-,-,-,-,-,-,-
挡位个数,5,5,5,5,5,5,5
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-
座椅材质,,,,,,,
座位数(个),2,2,2,2,2,7,7
并线辅助,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),1677,1677,1677,1677,1677,1677,1677
安全带未系提醒,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,
多功能方向盘,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,185/65 R15LT,185/65 R15LT,185/65 R15LT,185/65 R15LT,185/65 R15LT,175/70 R14,175/70 R14
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-,-,●,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,●,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,-,-,DAM15KR,DAM15KR,DAM15KR,DAM15KR,DAM15KR
发动机,1.5L 122马力 L4,1.5L 122马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4
压缩比,-,-,-,-,-,-,-
厂商指导价(元),5.18万,4.68万,5.88万,5.63万,4.68万,6.05万,5.75万
厂商,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马
卫星导航系统,-,-,-,-,-,-,-
助力类型,电动助力,无助力,电动助力,电动助力,无助力,电动助力,电动助力
副座椅调节方式,,,,,,,
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,185/65 R15LT,185/65 R15LT,185/65 R15LT,185/65 R15LT,185/65 R15LT,175/70 R14,175/70 R14
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
侧滑门形式,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-
上市时间,2021.04,2021.04,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
