Feature,55456,57975,57976,60503,62191,63301,63302,63306,63307,63308,63309
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,-,,-,-,-,-,-,,,
语音识别控制系统,,-,,-,-,-,-,-,,,
语音分区域唤醒识别,,-,,-,-,-,-,-,,,
行车电脑显示屏幕,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,-,-,-,-,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),135,135,135,135,135,135,135,135,135,135,135
空调温度控制方式,,,,,-,,,,,,
离去角(°),41,41,41,41,41,41,41,41,41,41,41
百公里耗电量(kWh/100km),7.9,7.9,7.9,7.9,7.9,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,
电能当量燃料消耗量(L/100km),0.89,0.89,0.89,0.89,0.89,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),113,100,100,113,100,-,-,-,-,-,-
电池能量(kWh),13.6,9.6,9.6,13.6,9.6,13.6,9.6,17.28,9.6,13.6,17.28
电池类型,,,,,,,,,,,
电池慢充时间(小时)_y,6.5,6.5,6.5,6.5,6.5,6.5,6.5,9.0,6.5,6.5,9.0
电池慢充时间(小时)_x,6.5,6.5,6.5,6.5,6.5,6.5,6.5,9.0,6.5,6.5,9.0
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,-,-,-,-,-,-
电动机总马力(Ps),27,27,27,27,27,27,27,34,27,27,34
电动机总扭矩(N·m),85,85,85,85,85,85,85,100,85,85,100
电动机总功率(kW),20,20,20,20,20,20,20,25,20,20,25
电动机(Ps),27,27,27,27,27,27,27,34,27,27,34
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100,100,100,100,100
最小转弯半径(m),4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
最大满载质量(kg),1040,993,993,1040,993,1040,993,1080,993,1040,1080
最大扭矩(N·m),85,85,85,85,85,85,85,100,85,85,100
最大功率(kW),20,20,20,20,20,20,20,25,20,20,25
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,
整备质量(kg),740,693,693,740,693,740,693,775,693,740,775
摄像头数量,,,,,-,-,-,-,,,
接近角(°),29,29,29,29,29,29,29,29,29,29,29
换挡形式,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,-,-,-,-,,,
慢充接口位置,-,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
快充功能,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,-,-,-,-,,,
多功能方向盘,●,-,●,-,-,-,-,-,○,○,○
外后视镜功能,,-,,-,-,-,-,-,-,-,-
备胎规格,,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
后轮胎规格,,,,,,,,,,,
后电动机最大扭矩(N·m),85,85,85,85,85,85,85,100,85,85,100
后电动机最大功率(kW),20,20,20,20,20,20,20,25,20,20,25
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.19万,4.19万,4.59万,4.89万,2.97万,4.28万,3.58万,4.58万,3.98万,4.58万,4.88万
厂商,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
前轮胎规格,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副-,-,主○&nbsp;/&nbsp;副-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,,,,,-,-,-,-,,,
中控屏幕尺寸,,,,,-,-,-,-,,,
上市时间,2022.06,2022.06,2022.06,2022.11,2023.03,2023.06,2023.06,2023.06,2023.06,2023.06,2023.06
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,,
USB/Type-C接口数量,,,,,-,-,-,-,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,-,-,-,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,170,120,120,170,120,170,120,220,120,170,220
CLTC纯电续航里程(km)_x,170,120,120,170,120,170,120,220,120,170,220
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
