Feature,62115,62116,62117,62118,62119,63781,63782,63783,63784
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
灯光特色功能,-,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),225,236,236,235,236,236,236,235,236
最大马力(Ps),170,204,204,204,204,204,204,204,204
最大满载质量(kg),2250,2260,2260,2320,2260,2260,2260,2320,2260
最大扭矩转速(rpm),1800-4000,1800-4000,1800-4000,1800-4000,1800-4000,1800-4000,1800-4000,1800-4000,1800-4000
最大扭矩(N·m)_y,250,300,300,300,300,300,300,300,300
最大扭矩(N·m)_x,250,300,300,300,300,300,300,300,300
最大功率转速(rpm),5800,6100,6100,6100,6100,6100,6100,6100,6100
最大功率(kW)_y,125,150,150,150,150,150,150,150,150
最大功率(kW)_x,125,150,150,150,150,150,150,150,150
最大净功率(kW),125,150,150,150,150,150,150,150,150
无钥匙进入功能,-,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,○,○,○,○,○,○,○,○
方向盘材质,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1700,1740,1740,1800,1740,1740,1740,1800,1740
接近角(°),15,15,15,15,15,15,15,15,15
排量(mL),1496,1496,1496,1496,1496,1496,1496,1496,1496
换挡形式,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,
扬声器品牌名称,,,,,,,,,
手机无线充电功能,-,,,,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
感应雨刷功能,,,,,,,,,
感应后备厢,-,○,○,○,○,○,○,○,○
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,-,○,○,○,●,○,○,○,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),9,7.7,7.7,7.5,7.7,7.7,7.7,7.5,7.7
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,
四驱形式,-,-,-,全时四驱,-,-,-,全时四驱,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1563,1563,1563,1563,1563,1563,1563,1563,1563
后轮胎规格,255/40 R18,255/40 R18,255/40 R18,255/40 R18,255/40 R18,255/40 R18,255/40 R18,255/40 R18,255/40 R18
后排独立空调,-,-,-,-,○,-,-,-,○
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,254 915,254 915,254 915,254 915,254 915,254 915,254 915,254 915,254 915
发动机启停技术,●,●,●,●,●,●,●,●,●
发动机,1.5T 170马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4,1.5T 204马力 L4
厂商指导价(元),33.23万,35.43万,35.43万,37.33万,37.81万,35.18万,35.18万,37.08万,37.56万
厂商,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰,北京奔驰
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,
前轮距(mm),1589,1589,1589,1589,1589,1589,1589,1589,1589
前轮胎规格,225/45 R18,225/45 R18,225/45 R18,225/45 R18,225/45 R18,225/45 R18,225/45 R18,225/45 R18,225/45 R18
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,
前悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器结构,-,-,-,多片离合器,-,-,-,多片离合器,-
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.07,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.35,6.45,6.45,6.75,6.45,6.45,6.45,6.75,6.45
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,○,○,○,○,○,○,○,○
ETC装置,○,○,○,○,○,○,○,○,○
AR实景导航,-,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
