Feature,66662,67535,67536,67537
自动泊车入位,●,●,●,●
自动头灯,●,●,●,●
自动变道辅助,●,●,●,●
能量回收系统,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
级别,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,
第二排座椅电动调节,●,○,○,○
第二排座椅功能,,,,
空调温度控制方式,,,,
空气质量监测,●,●,●,●
空气悬架,●,-,○,●
离去角(°),19,19,19,19
百公里耗电量(kWh/100km),16.6,-,14.9,16.6
疲劳驾驶提示,●,●,●,●
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.87,-,1.68,1.87
电池预加热,●,●,●,●
电池能量(kWh),91.3,71.8,91.3,91.3
电池类型,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池
电池冷却方式,直冷,直冷,直冷,直冷
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步
电机布局,前置+后置,后置,后置,前置+后置
电动机总马力(Ps),530,231,313,530
电动机总扭矩(N·m),670,380,360,670
电动机总功率(kW),390,170,230,390
电动机(Ps),530,231,313,530
电动座椅记忆功能,,,,
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●
热泵空调,●,●,●,●
激光雷达线数,,,,
激光雷达点云数量,,,,
激光雷达数量,,,,
激光雷达型号,,,,
激光雷达品牌,,,,
激光雷达10%反射率探测距离,,,,
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
毫米波雷达数量,,,,
杜比全景声(Dolby Atmos),●,●,●,●
最高车速(km/h),180,210,180,180
最小转弯半径(m),5.7,5.7,5.7,5.7
最大满载质量(kg),2815,2575,2695,2815
最大扭矩(N·m),670,380,360,670
最大功率(kW),390,170,230,390
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,●,●,●,●
方向盘离手检测,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),2440,2200,2320,2440
摄像头数量,,,,
接近角(°),16,16,16,16
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机无线充电功率,,,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,
感应后备厢,●,●,●,●
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持
快充功率(kW),230,180,230,230
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
对外交流放电功率(kW),6,3.3,6,6
宽度(mm),1935,1935,1935,1935
官方0-100km/h加速(s),3.9,7.5,6.8,3.9
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,,-,-,-
外后视镜功能,,,,
备胎规格,,,,
地图品牌,,,,
四驱形式,,-,-,
哨兵模式/千里眼,●,●,●,●
后雨刷,-,-,-,-
后轮距(mm),1660,1660,1660,1660
后轮胎规格,,,,
后电动机最大扭矩(N·m),360,380,360,360
后电动机最大功率(kW),230,170,230,230
后电动机型号,TZ200XYC,TZ200XYS,TZ200XYC,TZ200XYC
后电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排液晶屏幕尺寸,,,,
后排液晶屏幕,,,,
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后排多媒体屏幕数量,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),480-1200,480-1200,480-1200,480-1200
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),32.98万,23.98万,25.98万,28.98万
厂商,腾势汽车,腾势汽车,腾势汽车,腾势汽车
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副驾娱乐屏尺寸,,,,
副座椅调节方式,,,,
前轮距(mm),1660,1660,1660,1660
前轮胎规格,,,,
前电动机最大扭矩(N·m),310,-,-,310
前电动机最大功率(kW),160,-,-,160
前电动机型号,YS210XYA,-,-,YS210XYA
前电动机品牌,比亚迪,-,-,比亚迪
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前悬架类型,,,,
前备厢容积(L),73,73,73,73
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中控屏幕分辨率,,,,
上市时间,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●
三电首任车主质保政策,,,,
Wi-Fi热点,●,●,●,●
USB/Type-C最大充电功率,,,,
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头尺寸,,-,-,
ETC装置,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,630,550,702,630
CLTC纯电续航里程(km)_x,630,550,702,630
AR-HUD增强现实抬头显示,●,-,-,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,●,●,●,●
