Feature,50422,56168,58167,58479,58680,58681,59768,63855,64285,64954,65278,67066,67135,67268,67269,67290,67291,68967
轴距(mm),2745,2745,2745,2745,2745,2745,2745,2745,2760,2760,2760,2760,2745,2745,2465,2760,2760,2760
轮圈材质,,,,,,,,,,,,,,,,,,
转向辅助灯,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车顶行李架,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-
车门数(个),,,,,,,,,,,,,,,,,,
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
车道偏离预警系统,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
车道保持辅助系统,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
车载空气净化器,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,4门5座SUV,2门4座SUV,4门5座SUV,4门5座SUV,4门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
车窗一键升降功能,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
车机智能芯片,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
车型名称,北京BJ40 2022款 2.0T 自动四驱公务版,北京BJ40 2022款 2.3T 自动四驱卓越版,北京BJ40 2023款 2.0T 自动四驱城市猎人版侠客型,北京BJ40 2023款 2.0D 自动四驱刀锋英雄版侠客型,北京BJ40 2023款 2.3T 自动四驱刀锋英雄版至尊型,北京BJ40 2023款 2.0D 自动四驱刀锋英雄版先锋型,北京BJ40 2023款 2.0T 自动四驱环塔冠军版,北京BJ40 2024款 2.3T 雨林穿越版,北京BJ40 2024款 2.0T 全新城市猎人版 至尊型,北京BJ40 2024款 2.0T 全新城市猎人版 侠客型,北京BJ40 2024款 2.0T 全新城市猎人版 先锋型,北京BJ40 2024款 2.0T 全新城市猎人版 进阶型,北京BJ40 2024款 2.0D 刀锋英雄荣耀版,北京BJ40 2024款 2.0T 城市猎人荣耀版,北京BJ40 2024款 2.0T 致敬2020荣耀版,北京BJ40 2024款 2.0T 全新刀锋英雄版 攀登者,北京BJ40 2024款 2.0D 全新刀锋英雄穿越者,北京BJ40 2024款 2.0T 全新环塔冠军版
车前雾灯,-,,,,,,,,,,,,,,,,,
车内环境氛围灯,-,,,,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,●,●,●,●,●,●,●,-,-,-,●,●,●,-,-,●
车侧脚踏板,-,,,,,-,,,,,,,,,,,,
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
超声波雷达数量,-,-,-,-,-,-,-,-,,,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●
语音连续识别,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
语音识别控制系统,-,,,,,,,,,,,,,,,,,
语音助手唤醒词,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
语音分区域唤醒识别,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
语音免唤醒词,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
蠕行模式,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
蓝牙/车载电话,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,○,○
自动头灯,-,-,-,-,-,-,●,●,●,●,●,●,-,-,-,●,●,●
自动变道辅助,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,○
能源类型_y,汽油,汽油,汽油,柴油,汽油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,汽油,汽油,汽油,柴油,汽油
能源类型_x,汽油,汽油,汽油,柴油,汽油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,柴油,汽油,汽油,汽油,柴油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
纵向通过角(°),23,23,23,23,23,23,23,-,27,27,27,27,23,23,24,28,28,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,,,,,,,,,-,,,
空载最小离地间隙(mm),220,220,220,220,220,220,210,-,-,-,-,-,220,220,220,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,
离去角(°),31,31,31,31,31,31,31,37,35,35,35,35,31,31,31,36,36,36
疲劳驾驶提示,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
电动座椅记忆功能,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,-,
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
满载最小离地间隙(mm),-,-,-,-,-,-,-,-,230,230,230,230,-,-,-,230,230,230
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●
油箱容积(L),75,75,75,75,75,75,75,75,85,85,85,85,75,75,75,85,85,85
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,150,160,150,160,160,180,180,180,180,150,160,160,175,160,180
最大马力(Ps),224,231,224,163,231,163,224,231,245,245,245,245,163,224,224,245,163,245
最大爬坡角度(°),31,31,31,31,31,31,31,-,-,-,-,-,-,-,-,-,-,-
最大爬坡度(%),60,60,60,60,60,60,60,-,80,80,80,80,60,60,60,100,100,-
最大满载质量(kg),2505,2540,2505,2565,2540,2565,2505,2775,2680,2680,2680,2680,2565,2505,2505,2680,2750,2680
最大涉水深度(mm),750,750,750,750,750,750,-,-,750,750,750,750,-,-,-,800,800,800
最大扭矩转速(rpm),-,1900-4000,-,-,1900-4000,-,-,1900-4000,1600-3600,1600-3600,1600-3600,1600-3600,-,-,-,1600-3600,1500-2400,1600-3600
最大扭矩(N·m)_y,380,345,380,380,345,380,380,345,395,395,395,395,380,380,380,395,400,395
最大扭矩(N·m)_x,380,345,380,380,345,380,380,345,395,395,395,395,380,380,380,395,400,395
最大功率转速(rpm),-,5200,-,-,5200,-,-,5200,5500,5500,5500,5500,-,-,-,5500,3600,5500
最大功率(kW)_y,165,170,165,120,170,120,165,170,180,180,180,180,120,165,165,180,120,180
最大功率(kW)_x,165,170,165,120,170,120,165,170,180,180,180,180,120,165,165,180,120,180
最大净功率(kW),160,160,160,119,160,119,160,160,172,172,172,172,119,160,160,172,119,172
无钥匙进入功能,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,●
方向盘材质,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,●,-,●,●,-,●,-,-,-,-,-,●
方向盘位置调节,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,
整备质量(kg),2080,2115,2080,2140,2115,2140,2080,2350,2130,2130,2130,2130,2140,2080,1950,2180,2250,2180
摄像头数量,-,-,-,-,-,-,-,-,,,,,,,,,,
推荐燃油标号,92号,95号,92号,0号,95号,0号,92号,95号,92号,92号,92号,92号,0号,92号,92号,92号,0号,92号
接近角(°),37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,38,38,38
排量(mL),1967,2290,1967,1968,2290,1968,1967,2290,1967,1967,1967,1967,1968,1967,1967,1967,1968,1967
换挡形式,,,,,,,,,,,,,,,,,,
挡位个数,8,6,8,8,6,8,8,6,8,8,8,8,8,8,8,8,8,8
拖挂钩,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
扬声器数量,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
手机无线充电功能,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,-,
手机无线充电功率,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,-,
手机互联/映射,-,-,,,,,,,,,,,,,,,,
手机APP远程功能,-,-,,,,,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,,,,,,,-,-,-,,,
循迹倒车,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,○,○
座椅材质,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
并线辅助,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
巡航系统,-,-,,,,-,,,,,,,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
导航路况信息显示,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1925,1925,1925,1925,1925,1925,1925,2030,1940,1940,1940,1940,1925,1925,1925,1940,1940,1940
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,,,-,,-,-,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,-,-,-,-,-,-,-,-,●,●,●,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,,,,,,
坦克转弯,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
地图品牌,-,-,,,,,,,,,,,,,,,,
四驱形式,,,,,,,,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1610,1610,1610,1610,1610,1610,1610,1656,1620,1620,1620,1620,1610,1610,1610,1620,1620,1620
后轮胎规格,,,,,,,,,,,,,,,,,,
后方碰撞预警,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),532-965,532-965,532-965,532-965,532-965,532-965,532-965,532-965,-,-,-,-,532-965,532-965,293-642,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,HY4C20B,B237R,HY4C20B,4F20TC13,B237R,4F20TC13,HY4C20B,B237R,HY4C20C,HY4C20C,HY4C20C,HY4C20C,4F20TC13,HY4C20B,HY4C20B,HY4C20C,4F20TC20,HY4C20C
发动机,2.0T 224马力 L4,2.3T 231马力 L4,2.0T 224马力 L4,2.0T 163马力 L4,2.3T 231马力 L4,2.0T 163马力 L4,2.0T 224马力 L4,2.3T 231马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 163马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 245马力 L4,2.0T 163马力 L4,2.0T 245马力 L4
厂商指导价(元),18.49万,20.98万,17.98万,19.49万,19.49万,18.49万,20.99万,26.99万,21.98万,19.98万,17.98万,22.78万,15.58万,14.58万,13.98万,18.98万,18.98万,22.98万
厂商,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野,北京越野
卫星导航系统,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾娱乐屏尺寸,-,-,-,-,-,-,-,-,,,,,-,-,-,,,
副座椅调节方式,,,,,,,,,,,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1644,1620,1620,1620,1620,1610,1610,1610,1620,1620,1620
前轮胎规格,,,,,,,,,,,,,,,,,,
前方碰撞预警,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,,,-,,-,-,-,-,,
前排座椅功能,-,,-,,,-,,,,,-,,-,-,-,-,,
前悬架类型,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),1500,-,-,-,-,-,1500,-,2500,2500,2500,2500,-,-,-,2500,2500,2500
内置行车记录仪,-,●,●,●,●,-,●,●,●,●,-,●,-,-,-,-,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
供油方式,直喷,多点电喷,直喷,直喷,多点电喷,直喷,直喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速四驱,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,●,●
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,,,,,,,,,,,,,,,
中控屏幕尺寸,-,,,,,,,,,,,,,,,,,
中央差速器锁止功能,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●
上市时间,2022.03,2022.03,2022.07,2022.08,2022.08,2022.08,2022.09,2023.08,2023.11,2023.11,2023.11,2024.03,2024.03,2024.03,2024.03,2024.04,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,9.85,11.75,-,11.75,-,-,11.35,11.35,11.35,11.35,9.34,11.35,11.25,11.8,9.97,11.8
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,
OTA升级,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),9.9,10.6,10.1,8.5,10.6,8.5,9.9,11.2,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,●,●,●,●,-,●,-,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,,,,,,,,,,,,,,,,
220V/230V电源,-,●,-,●,●,-,●,●,●,●,-,●,●,●,●,-,●,●
