Feature,56232,56773,56774,60039,60040,61268,63794
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,-,-,-,-,-,-,-
上市时间,2022.04,2022.04,2022.04,2022.10,2022.10,2023.07,2023.07
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),1.4,1.4,1.4,1.4,1.4,1.4,1.4
WLTC纯电续航里程(km)_y,80,80,80,80,80,80,80
WLTC纯电续航里程(km)_x,80,80,80,80,80,80,80
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
NEDC综合续航(km),1300,1300,1300,1300,1300,1300,1300
NEDC纯电续航里程(km)_y,100,100,100,100,100,100,100
NEDC纯电续航里程(km)_x,100,100,100,100,100,100,100
LED日间行车灯,●,●,●,●,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
